PROTID,PROTLEN,ISFWD,DEFLINE,NUMXML,ALL_ID,MAXPW,ALL_PW,ALL_LOCALPW,MAXINIPROB,WT_MAXINIPROB,MAXINIPROBUNIQ,ALL_NUMPEPSTOT,ALL_NUMPEPSUNIQ,ALL_NUMSPECSTOT,ALL_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_01_ID,X2018_MARCH_12_CORAL_JAA_01_PW,X2018_MARCH_12_CORAL_JAA_01_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_01_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_01_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_01_TOTNSAF,X2018_MARCH_12_CORAL_JAA_01_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_01_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_01_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_01_ADJNSAF,X2018_MARCH_12_CORAL_JAA_03_ID,X2018_MARCH_12_CORAL_JAA_03_PW,X2018_MARCH_12_CORAL_JAA_03_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_03_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_03_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_03_TOTNSAF,X2018_MARCH_12_CORAL_JAA_03_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_03_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_03_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_03_ADJNSAF,X2018_MARCH_12_CORAL_JAA_04_ID,X2018_MARCH_12_CORAL_JAA_04_PW,X2018_MARCH_12_CORAL_JAA_04_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_04_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_04_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_04_TOTNSAF,X2018_MARCH_12_CORAL_JAA_04_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_04_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_04_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_04_ADJNSAF,X2018_MARCH_12_CORAL_JAA_05_ID,X2018_MARCH_12_CORAL_JAA_05_PW,X2018_MARCH_12_CORAL_JAA_05_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_05_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_05_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_05_TOTNSAF,X2018_MARCH_12_CORAL_JAA_05_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_05_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_05_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_05_ADJNSAF,X2018_MARCH_12_CORAL_JAA_06_ID,X2018_MARCH_12_CORAL_JAA_06_PW,X2018_MARCH_12_CORAL_JAA_06_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_06_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_06_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_06_TOTNSAF,X2018_MARCH_12_CORAL_JAA_06_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_06_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_06_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_06_ADJNSAF,X2018_MARCH_12_CORAL_JAA_07_ID,X2018_MARCH_12_CORAL_JAA_07_PW,X2018_MARCH_12_CORAL_JAA_07_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_07_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_07_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_07_TOTNSAF,X2018_MARCH_12_CORAL_JAA_07_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_07_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_07_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_07_ADJNSAF,X2018_MARCH_12_CORAL_JAA_08_ID,X2018_MARCH_12_CORAL_JAA_08_PW,X2018_MARCH_12_CORAL_JAA_08_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_08_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_08_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_08_TOTNSAF,X2018_MARCH_12_CORAL_JAA_08_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_08_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_08_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_08_ADJNSAF,X2018_MARCH_12_CORAL_JAA_09_ID,X2018_MARCH_12_CORAL_JAA_09_PW,X2018_MARCH_12_CORAL_JAA_09_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_09_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_09_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_09_TOTNSAF,X2018_MARCH_12_CORAL_JAA_09_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_09_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_09_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_09_ADJNSAF,X2018_MARCH_12_CORAL_JAA_10_ID,X2018_MARCH_12_CORAL_JAA_10_PW,X2018_MARCH_12_CORAL_JAA_10_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_10_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_10_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_10_TOTNSAF,X2018_MARCH_12_CORAL_JAA_10_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_10_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_10_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_10_ADJNSAF,X2018_MARCH_12_CORAL_JAA_11_ID,X2018_MARCH_12_CORAL_JAA_11_PW,X2018_MARCH_12_CORAL_JAA_11_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_11_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_11_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_11_TOTNSAF,X2018_MARCH_12_CORAL_JAA_11_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_11_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_11_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_11_ADJNSAF,X2018_MARCH_12_CORAL_JAA_12_ID,X2018_MARCH_12_CORAL_JAA_12_PW,X2018_MARCH_12_CORAL_JAA_12_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_12_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_12_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_12_TOTNSAF,X2018_MARCH_12_CORAL_JAA_12_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_12_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_12_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_12_ADJNSAF,X2018_MARCH_12_CORAL_JAA_13_ID,X2018_MARCH_12_CORAL_JAA_13_PW,X2018_MARCH_12_CORAL_JAA_13_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_13_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_13_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_13_TOTNSAF,X2018_MARCH_12_CORAL_JAA_13_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_13_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_13_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_13_ADJNSAF,X2018_MARCH_12_CORAL_JAA_14_ID,X2018_MARCH_12_CORAL_JAA_14_PW,X2018_MARCH_12_CORAL_JAA_14_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_14_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_14_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_14_TOTNSAF,X2018_MARCH_12_CORAL_JAA_14_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_14_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_14_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_14_ADJNSAF,X2018_MARCH_12_CORAL_JAA_15_ID,X2018_MARCH_12_CORAL_JAA_15_PW,X2018_MARCH_12_CORAL_JAA_15_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_15_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_15_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_15_TOTNSAF,X2018_MARCH_12_CORAL_JAA_15_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_15_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_15_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_15_ADJNSAF,X2018_MARCH_12_CORAL_JAA_16_ID,X2018_MARCH_12_CORAL_JAA_16_PW,X2018_MARCH_12_CORAL_JAA_16_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_16_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_16_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_16_TOTNSAF,X2018_MARCH_12_CORAL_JAA_16_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_16_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_16_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_16_ADJNSAF,X2018_MARCH_12_CORAL_JAA_17_ID,X2018_MARCH_12_CORAL_JAA_17_PW,X2018_MARCH_12_CORAL_JAA_17_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_17_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_17_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_17_TOTNSAF,X2018_MARCH_12_CORAL_JAA_17_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_17_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_17_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_17_ADJNSAF,X2018_MARCH_12_CORAL_JAA_19_ID,X2018_MARCH_12_CORAL_JAA_19_PW,X2018_MARCH_12_CORAL_JAA_19_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_19_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_19_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_19_TOTNSAF,X2018_MARCH_12_CORAL_JAA_19_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_19_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_19_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_19_ADJNSAF,X2018_MARCH_12_CORAL_JAA_20_ID,X2018_MARCH_12_CORAL_JAA_20_PW,X2018_MARCH_12_CORAL_JAA_20_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_20_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_20_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_20_TOTNSAF,X2018_MARCH_12_CORAL_JAA_20_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_20_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_20_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_20_ADJNSAF,X2018_MARCH_12_CORAL_JAA_21_ID,X2018_MARCH_12_CORAL_JAA_21_PW,X2018_MARCH_12_CORAL_JAA_21_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_21_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_21_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_21_TOTNSAF,X2018_MARCH_12_CORAL_JAA_21_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_21_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_21_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_21_ADJNSAF,X2018_MARCH_12_CORAL_JAA_22_ID,X2018_MARCH_12_CORAL_JAA_22_PW,X2018_MARCH_12_CORAL_JAA_22_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_22_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_22_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_22_TOTNSAF,X2018_MARCH_12_CORAL_JAA_22_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_22_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_22_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_22_ADJNSAF
lcl|c232850_g3_i3|m.17837,316,1,lcl c232850_g3_i3 g.17837  ORF lcl c232850_g3_i3 g.17837 lcl c232850_g3_i3 m.17837 type:internal len:317 (+) lcl c232850_g3_i3:2-949(+),9,1397-a,1,1,1,0.999,1,0.999,6,6,12,12,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,624-a,1,2,2,2,19.2873,2,21.831,2,21.493,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,899-a,0.9809,1,1,1,9.8977,1,10.7514,1,11.1269,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,963-a,0.9899,1,1,1,8.6278,1,9.3402,1,9.4275,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,765-a,0.9986,2,2,2,18.7616,2,20.2596,2,20.5817
lcl|c232893_g3_i2|m.17884,184,1,lcl c232893_g3_i2 g.17884  ORF lcl c232893_g3_i2 g.17884 lcl c232893_g3_i2 m.17884 type:5prime_partial len:184 (+) lcl c232893_g3_i2:3-554(+),15,1398-a,0.9921,1,1,0.999,1,0.999,2,2,16,16,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,722-a,0.9873,1,1,1,18.0098,1,19.9786,1,19.9808,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1058-a,0.9886,1,1,1,14.2906,1,15.6449,1,15.7263,969-a,0.9881,1,1,1,15.4735,1,17.9259,1,17.5046,973-a,0.9096,1,1,1,18.5527,1,20.5565,1,20.5187,null,0,0,0,0,0,0,0,0,0,788-a,0.9887,1,1,1,16.9982,1,18.4644,1,19.1092,862-a,0.9877,1,1,1,17.5683,1,19.2927,1,19.6051,1018-a,0.9813,1,1,1,14.356,1,15.6991,1,15.5752,919-a,0.9846,1,1,2,32.5252,2,35.6675,2,36.155,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1037-a,0.727,1,1,1,15.6297,1,17.0677,1,17.2575,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c232931_g1_i10|m.17922,718,1,lcl c232931_g1_i10 g.17922  ORF lcl c232931_g1_i10 g.17922 lcl c232931_g1_i10 m.17922 type:complete len:718 (+) lcl c232931_g1_i10:90-2243(+),15,1399-a,1,1,1,0.999,1,0.999,10,10,25,25,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,711-a,1,5,5,5,18.3111,5,20.0463,5,20.1506,1044-a,0.9817,1,1,1,3.9654,1,4.5938,1,4.4859,1012-a,0.8307,1,1,1,4.7545,1,5.268,1,5.2583,null,0,0,0,0,0,0,0,0,0,908-a,0.9798,1,1,1,4.3561,1,4.7318,1,4.8971,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,297-a,1,2,2,2,8.3351,2,9.1404,2,9.2653,709-a,1,3,3,3,11.3916,3,12.3322,3,12.4474,317-a,1,3,3,3,11.8487,3,12.8969,3,13.0958,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c192621_g3_i1|m.866,226,1,lcl c192621_g3_i1 g.866  ORF lcl c192621_g3_i1 g.866 lcl c192621_g3_i1 m.866 type:complete len:226 (+) lcl c192621_g3_i1:117-794(+),23,14-a,1,1,1,0.999,1,0.999,7,7,45,45,991-a,0.9767,1,1,1,14.9544,1,16.1825,1,16.1438,7-a,1,3,3,3,34.6226,3,37.4006,3,37.5604,1208-a,0.3027,1,1,1,13.4841,1,15.2624,1,15.0261,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,4-a,1,3,3,3,32.572,3,35.037,3,35.2223,1066-a,0.9876,1,1,1,11.6348,1,12.7374,1,12.8037,6-a,1,3,3,3,37.7937,3,43.7835,3,42.7547,null,0,0,0,0,0,0,0,0,0,979-a,0.9702,1,1,1,12.1342,1,13.7962,1,13.4102,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,977-a,0.9664,1,1,2,26.4807,2,29.039,2,29.4359,6-a,1,2,2,3,36.191,3,39.1792,3,39.5453,1081-a,0.9594,1,1,1,12.5477,1,13.6578,1,13.8684,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c214499_g2_i2|m.3512,173,1,lcl c214499_g2_i2 g.3512  ORF lcl c214499_g2_i2 g.3512 lcl c214499_g2_i2 m.3512 type:5prime_partial len:173 (+) lcl c214499_g2_i2:3-521(+),26,140-a,1,1,1,0.999,1,0.999,6,4,32,29,1233-a,0.4183,1,1,1,19.5358,1,21.1401,1,21.0895,1124-a,0.9185,1,1,1,15.0765,1,16.2862,1,16.3558,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1171-a,0.2764,1,1,1,19.4606,1,21.2517,1,21.3216,null,0,0,0,0,0,0,0,0,0,1162-a,0.8448,1,1,1,14.1836,1,15.257,1,15.3376,895-a,0.9896,1,1,1,15.1993,1,16.6396,1,16.7262,981-a,0.987,1,1,2,32.9147,2,38.1313,2,37.2353,664-a,0.9982,1,1,1,19.7324,1,21.8636,1,21.8234,65-a,1,2,2,3,47.5549,3,54.0684,3,52.5555,902-a,0.9798,1,1,1,18.079,1,19.6384,1,20.3242,1191-a,0.2797,1,1,1,18.6854,1,20.5194,1,20.8516,null,0,0,0,0,0,0,0,0,0,1178-a,0.3008,1,1,1,17.2966,1,18.9677,1,19.2269,877-a,0.9899,1,1,1,15.7595,1,17.0607,1,17.2201,1055-a,0.9719,1,1,1,16.3918,1,17.8419,1,18.1172,1086-a,0.4872,1,1,1,16.6235,1,18.1529,1,18.3548,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c232983_g2_i2|m.17991,490,1,lcl c232983_g2_i2 g.17991  ORF lcl c232983_g2_i2 g.17991 lcl c232983_g2_i2 m.17991 type:complete len:490 (+) lcl c232983_g2_i2:187-1656(+),34,1400-a,1,1,1,0.999,1,0.999,8,8,57,57,909-a,0.9872,1,1,1,6.8973,1,7.4638,1,7.4459,338-a,1,2,2,2,10.6459,2,11.5001,2,11.5492,326-a,1,2,2,2,12.4384,2,14.0788,2,13.8608,null,0,0,0,0,0,0,0,0,0,825-a,0.9887,1,1,1,6.8708,1,7.5031,1,7.5278,283-a,1,2,2,2,11.9634,2,13.2164,2,13.2326,342-a,1,2,2,2,10.0153,2,10.7733,2,10.8302,712-a,1,4,4,4,21.4651,4,23.4992,4,23.6215,331-a,1,4,4,4,23.2418,4,26.9254,4,26.2927,null,0,0,0,0,0,0,0,0,0,613-a,1,2,2,2,11.1932,2,12.7263,2,12.3702,645-a,0.9999,2,2,2,12.766,2,13.8671,2,14.3514,567-a,1,2,2,2,13.1942,2,14.4892,2,14.7238,898-a,0.9882,1,1,1,5.3908,1,5.8952,1,5.8486,592-a,1,2,2,2,12.2135,2,13.3935,2,13.5766,357-a,1,3,3,3,16.6922,3,18.0704,3,18.2393,886-a,0.989,1,1,1,5.7873,1,6.2993,1,6.3965,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c233001_g2_i4|m.18006,309,1,lcl c233001_g2_i4 g.18006  ORF lcl c233001_g2_i4 g.18006 lcl c233001_g2_i4 m.18006 type:complete len:309 (+) lcl c233001_g2_i4:146-1072(+),58,1401-a,1,1,1,0.999,1,0.999,19,19,365,365,635-a,1,4,4,7,76.5625,7,82.8501,7,82.6519,676-a,1,5,5,7,59.0862,7,63.8272,7,64.0999,625-a,1,6,6,11,108.4835,11,122.7905,11,120.8894,518-a,1,3,3,3,32.1728,3,35.6899,3,35.6939,578-a,1,6,6,7,76.2681,7,83.2872,7,83.5615,540-a,1,4,4,6,56.9132,6,62.874,6,62.9511,689-a,1,7,7,9,71.4687,9,76.8773,9,77.2838,713-a,1,5,5,9,76.5866,9,83.8443,9,84.2805,652-a,1,7,7,11,101.354,11,117.4172,11,114.6581,527-a,1,6,6,7,77.3331,7,85.6855,7,85.5279,614-a,1,8,8,11,97.6235,11,110.9948,11,107.889,565-a,1,5,5,5,50.6096,5,54.9749,5,56.8947,568-a,1,7,7,10,104.6138,10,114.8819,10,116.7421,650-a,1,7,7,8,68.3887,8,74.7867,8,74.1962,593-a,1,6,6,6,58.1032,6,63.7167,6,64.5876,710-a,1,7,7,14,123.5256,14,133.7249,14,134.9745,627-a,1,7,7,12,110.1278,12,119.8702,12,121.7191,595-a,1,5,5,6,55.8422,6,60.9796,6,61.6579,402-a,1,3,3,3,45.2087,3,48.7508,3,49.4623,628-a,1,5,5,6,57.5598,6,62.1557,6,63.1439
lcl|c233011_g1_i2|m.18023,248,1,lcl c233011_g1_i2 g.18023  ORF lcl c233011_g1_i2 g.18023 lcl c233011_g1_i2 m.18023 type:complete len:248 (+) lcl c233011_g1_i2:177-920(+),42,1402-a,1,1,1,0.999,1,0.999,29,29,201,201,null,0,0,0,0,0,0,0,0,0,339-a,1,4,4,4,42.0683,4,45.4438,4,45.6379,626-a,1,10,10,11,135.167,11,152.993,11,150.6243,1572-a,0,1,1,1,13.3621,1,14.8228,1,14.8245,579-a,1,7,7,8,108.603,8,118.5979,8,118.9885,541-a,1,4,4,4,47.2747,4,52.226,4,52.29,690-a,1,2,2,2,19.7884,2,21.2859,2,21.3985,714-a,1,5,5,5,53.0136,5,58.0374,5,58.3393,null,0,0,0,0,0,0,0,0,0,528-a,1,5,5,5,68.8247,5,76.2581,5,76.1179,null,0,0,0,0,0,0,0,0,0,789-a,0.9887,1,1,1,12.6116,1,13.6994,1,14.1778,null,0,0,0,0,0,0,0,0,0,651-a,1,8,8,14,149.1177,14,163.0681,14,161.7807,null,0,0,0,0,0,0,0,0,0,711-a,1,9,9,9,98.9414,9,107.1109,9,108.1118,628-a,1,4,4,5,57.1732,5,62.231,5,63.1909,null,0,0,0,0,0,0,0,0,0,403-a,1,3,3,3,56.3286,3,60.742,3,61.6284,null,0,0,0,0,0,0,0,0,0
lcl|c233012_g3_i3|m.18031,551,1,lcl c233012_g3_i3 g.18031  ORF lcl c233012_g3_i3 g.18031 lcl c233012_g3_i3 m.18031 type:5prime_partial len:551 (+) lcl c233012_g3_i3:1-1653(+),50,1403-a,1,1,1,0.999,1,0.999,27,27,194,194,636-a,1,9,9,12,73.6048,12,79.6496,12,79.459,677-a,1,9,9,9,42.6027,9,46.0211,9,46.2177,627-a,1,4,4,4,22.1227,4,25.0403,4,24.6526,519-a,1,3,3,3,18.0425,3,20.0149,3,20.0171,580-a,1,2,2,3,18.3304,3,20.0174,3,20.0834,542-a,1,3,3,4,21.2779,4,23.5064,4,23.5353,691-a,1,7,7,9,40.0795,9,43.1127,9,43.3406,715-a,1,7,7,7,33.4053,7,36.5709,7,36.7612,653-a,1,3,3,3,15.5016,3,17.9584,3,17.5364,529-a,1,3,3,3,18.5864,3,20.5938,3,20.556,615-a,1,3,3,3,14.931,3,16.9761,3,16.5011,566-a,1,3,3,3,17.0291,3,18.4979,3,19.1439,569-a,1,4,4,4,23.4669,4,25.7702,4,26.1875,652-a,1,7,7,7,33.5582,7,36.6977,7,36.408,594-a,1,8,8,9,48.8763,9,53.5983,9,54.3309,712-a,1,8,8,9,44.5326,9,48.2096,9,48.6601,629-a,1,8,8,8,41.173,8,44.8153,8,45.5066,596-a,1,8,8,9,46.9743,9,51.2959,9,51.8665,404-a,1,3,3,3,25.353,3,27.3394,3,27.7384,629-a,1,7,7,8,43.0393,8,46.4757,8,47.2147
lcl|c233024_g1_i6|m.18051,1029,1,lcl c233024_g1_i6 g.18051  ORF lcl c233024_g1_i6 g.18051 lcl c233024_g1_i6 m.18051 type:complete len:1029 (+) lcl c233024_g1_i6:198-3284(+),56,1404-a,1,1,1,0.999,1,0.999,40,40,355,355,637-a,1,5,5,6,19.7066,6,21.325,6,21.274,678-a,1,11,11,11,27.882,11,30.1192,11,30.2479,628-a,1,6,6,6,17.7691,6,20.1125,6,19.8011,520-a,1,9,9,10,32.2041,10,35.7246,10,35.7286,581-a,1,14,14,14,45.8053,14,50.0209,14,50.1856,543-a,1,10,10,10,28.4843,10,31.4675,10,31.5061,692-a,1,6,6,7,16.6922,7,17.9555,7,18.0504,716-a,1,11,11,11,28.1091,11,30.7728,11,30.9329,654-a,1,11,11,11,30.4357,11,35.2594,11,34.4309,530-a,1,8,8,8,26.54,8,29.4064,8,29.3524,616-a,1,7,7,8,21.3204,8,24.2406,8,23.5623,567-a,1,12,12,12,36.4743,12,39.6204,12,41.004,570-a,1,8,8,9,28.2732,9,31.0483,9,31.551,653-a,1,10,10,10,25.6707,10,28.0723,10,27.8506,595-a,1,12,12,13,37.8038,13,41.4561,13,42.0227,713-a,1,7,7,7,18.5468,7,20.0782,7,20.2659,630-a,1,7,7,7,19.2911,7,20.9977,7,21.3216,597-a,1,9,9,9,25.1534,9,27.4675,9,27.773,405-a,1,4,4,4,18.101,4,19.5193,4,19.8041,630-a,1,10,10,10,28.8079,10,31.108,10,31.6026
