PROTID,PROTLEN,ISFWD,DEFLINE,NUMXML,ALL_ID,MAXPW,ALL_PW,ALL_LOCALPW,MAXINIPROB,WT_MAXINIPROB,MAXINIPROBUNIQ,ALL_NUMPEPSTOT,ALL_NUMPEPSUNIQ,ALL_NUMSPECSTOT,ALL_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_04_ID,X2018_MARCH_12_CORAL_JAA_04_PW,X2018_MARCH_12_CORAL_JAA_04_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_04_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_04_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_04_TOTNSAF,X2018_MARCH_12_CORAL_JAA_04_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_04_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_04_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_04_ADJNSAF,X2018_MARCH_12_CORAL_JAA_05_ID,X2018_MARCH_12_CORAL_JAA_05_PW,X2018_MARCH_12_CORAL_JAA_05_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_05_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_05_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_05_TOTNSAF,X2018_MARCH_12_CORAL_JAA_05_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_05_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_05_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_05_ADJNSAF,X2018_MARCH_12_CORAL_JAA_06_ID,X2018_MARCH_12_CORAL_JAA_06_PW,X2018_MARCH_12_CORAL_JAA_06_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_06_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_06_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_06_TOTNSAF,X2018_MARCH_12_CORAL_JAA_06_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_06_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_06_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_06_ADJNSAF,X2018_MARCH_12_CORAL_JAA_07_ID,X2018_MARCH_12_CORAL_JAA_07_PW,X2018_MARCH_12_CORAL_JAA_07_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_07_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_07_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_07_TOTNSAF,X2018_MARCH_12_CORAL_JAA_07_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_07_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_07_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_07_ADJNSAF,X2018_MARCH_12_CORAL_JAA_12_ID,X2018_MARCH_12_CORAL_JAA_12_PW,X2018_MARCH_12_CORAL_JAA_12_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_12_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_12_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_12_TOTNSAF,X2018_MARCH_12_CORAL_JAA_12_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_12_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_12_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_12_ADJNSAF,X2018_MARCH_12_CORAL_JAA_13_ID,X2018_MARCH_12_CORAL_JAA_13_PW,X2018_MARCH_12_CORAL_JAA_13_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_13_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_13_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_13_TOTNSAF,X2018_MARCH_12_CORAL_JAA_13_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_13_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_13_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_13_ADJNSAF,X2018_MARCH_12_CORAL_JAA_14_ID,X2018_MARCH_12_CORAL_JAA_14_PW,X2018_MARCH_12_CORAL_JAA_14_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_14_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_14_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_14_TOTNSAF,X2018_MARCH_12_CORAL_JAA_14_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_14_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_14_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_14_ADJNSAF,X2018_MARCH_12_CORAL_JAA_20_ID,X2018_MARCH_12_CORAL_JAA_20_PW,X2018_MARCH_12_CORAL_JAA_20_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_20_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_20_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_20_TOTNSAF,X2018_MARCH_12_CORAL_JAA_20_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_20_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_20_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_20_ADJNSAF,X2018_MARCH_12_CORAL_JAA_21_ID,X2018_MARCH_12_CORAL_JAA_21_PW,X2018_MARCH_12_CORAL_JAA_21_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_21_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_21_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_21_TOTNSAF,X2018_MARCH_12_CORAL_JAA_21_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_21_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_21_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_21_ADJNSAF,X2018_MARCH_12_CORAL_JAA_22_ID,X2018_MARCH_12_CORAL_JAA_22_PW,X2018_MARCH_12_CORAL_JAA_22_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_22_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_22_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_22_TOTNSAF,X2018_MARCH_12_CORAL_JAA_22_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_22_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_22_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_22_ADJNSAF,X2018_MARCH_12_CORAL_JAA_23_ID,X2018_MARCH_12_CORAL_JAA_23_PW,X2018_MARCH_12_CORAL_JAA_23_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_23_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_23_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_23_TOTNSAF,X2018_MARCH_12_CORAL_JAA_23_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_23_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_23_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_23_ADJNSAF,X2018_MARCH_12_CORAL_JAA_25_ID,X2018_MARCH_12_CORAL_JAA_25_PW,X2018_MARCH_12_CORAL_JAA_25_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_25_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_25_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_25_TOTNSAF,X2018_MARCH_12_CORAL_JAA_25_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_25_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_25_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_25_ADJNSAF,X2018_MARCH_12_CORAL_JAA_27_ID,X2018_MARCH_12_CORAL_JAA_27_PW,X2018_MARCH_12_CORAL_JAA_27_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_27_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_27_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_27_TOTNSAF,X2018_MARCH_12_CORAL_JAA_27_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_27_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_27_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_27_ADJNSAF,X2018_MARCH_12_CORAL_JAA_29_ID,X2018_MARCH_12_CORAL_JAA_29_PW,X2018_MARCH_12_CORAL_JAA_29_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_29_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_29_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_29_TOTNSAF,X2018_MARCH_12_CORAL_JAA_29_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_29_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_29_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_29_ADJNSAF,X2018_MARCH_22_JPG_CORAL_08_ID,X2018_MARCH_22_JPG_CORAL_08_PW,X2018_MARCH_22_JPG_CORAL_08_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_08_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_08_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_08_TOTNSAF,X2018_MARCH_22_JPG_CORAL_08_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_08_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_08_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_08_ADJNSAF,X2018_MARCH_22_JPG_CORAL_10_ID,X2018_MARCH_22_JPG_CORAL_10_PW,X2018_MARCH_22_JPG_CORAL_10_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_10_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_10_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_10_TOTNSAF,X2018_MARCH_22_JPG_CORAL_10_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_10_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_10_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_10_ADJNSAF,X2018_MARCH_22_JPG_CORAL_14_ID,X2018_MARCH_22_JPG_CORAL_14_PW,X2018_MARCH_22_JPG_CORAL_14_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_14_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_14_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_14_TOTNSAF,X2018_MARCH_22_JPG_CORAL_14_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_14_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_14_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_14_ADJNSAF,X2018_MARCH_22_JPG_CORAL_15_ID,X2018_MARCH_22_JPG_CORAL_15_PW,X2018_MARCH_22_JPG_CORAL_15_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_15_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_15_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_15_TOTNSAF,X2018_MARCH_22_JPG_CORAL_15_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_15_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_15_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_15_ADJNSAF,X2018_MARCH_22_JPG_CORAL_16_ID,X2018_MARCH_22_JPG_CORAL_16_PW,X2018_MARCH_22_JPG_CORAL_16_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_16_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_16_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_16_TOTNSAF,X2018_MARCH_22_JPG_CORAL_16_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_16_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_16_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_16_ADJNSAF,X2018_MARCH_22_JPG_CORAL_18_ID,X2018_MARCH_22_JPG_CORAL_18_PW,X2018_MARCH_22_JPG_CORAL_18_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_18_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_18_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_18_TOTNSAF,X2018_MARCH_22_JPG_CORAL_18_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_18_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_18_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_18_ADJNSAF
lcl|c240483_g1_i4|m.27290,743,1,lcl c240483_g1_i4 g.27290  ORF lcl c240483_g1_i4 g.27290 lcl c240483_g1_i4 m.27290 type:5prime_partial len:743 (+) lcl c240483_g1_i4:3-2231(+),38,1562-b,1,1,1,0.999,1,0.999,27,24,105,68,677-c,0.9997,4,1,4,16.4059,1,4.6424,1,4.5705,569-a,0.9981,2,1,2,8.92,1,4.9476,2,9.8963,637-c,0.9987,2,1,2,9.0624,1,4.9482,1,4.9645,597-b,0.9984,1,1,1,3.9449,1,4.358,1,4.3634,677-c,0.9998,6,1,6,22.1454,1,4.1964,1,4.079,615-c,0,1,0,1,4.2095,0,0,0,0,630-b,1,4,2,4,17.4028,2,9.5555,3,14.5653,648-c,1,4,2,4,15.4825,2,8.4534,2,8.5475,null,0,0,0,0,0,0,0,0,0,683-b,1,9,2,10,39.8968,3,12.9247,3,13.1302,541-c,0,1,0,1,4.7661,0,0,0,0,513-b,0.9912,2,1,2,8.7262,1,4.7767,0,0,null,0,0,0,0,0,0,0,0,0,515-b,0,1,0,1,4.5874,0,0,0,0,516-b,0,1,0,1,4.8525,0,0,0,0,null,0,0,0,0,0,0,0,0,0,450-b,0,1,0,1,5.5446,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,461-b,0,1,0,1,5.5726,0,0,0,0
lcl|c240483_g1_i3|m.27286,742,1,lcl c240483_g1_i3 g.27286  ORF lcl c240483_g1_i3 g.27286 lcl c240483_g1_i3 m.27286 type:5prime_partial len:742 (+) lcl c240483_g1_i3:3-2228(+),40,1562-c,1,1,1,0.999,1,0.999,21,19,96,62,677-a,0.9998,4,1,4,16.428,1,4.6486,1,4.5767,569-b,0.9977,2,1,2,8.9321,1,4.9543,2,9.9096,637-d,0,1,0,1,4.5373,0,0,0,0,null,0,0,0,0,0,0,0,0,0,677-b,0.9999,6,1,6,22.1752,1,4.2021,1,4.0845,615-b,0.9989,2,1,2,8.4304,1,4.5788,1,4.7387,630-c,0.9993,3,1,3,13.0697,1,4.7842,1,4.8616,648-d,0,2,0,2,7.7517,0,0,0,0,null,0,0,0,0,0,0,0,0,0,683-c,1,8,1,9,35.9555,2,8.6281,2,8.7653,541-c,0,1,0,1,4.7726,0,0,0,0,513-b,0.9912,2,1,2,8.738,1,4.7831,0,0,null,0,0,0,0,0,0,0,0,0,515-b,0,1,0,1,4.5936,0,0,0,0,516-b,0,1,0,1,4.859,0,0,0,0,null,0,0,0,0,0,0,0,0,0,450-b,0,1,0,1,5.5521,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,461-b,0,1,0,1,5.5802,0,0,0,0
lcl|c240523_g1_i10|m.27367,821,1,lcl c240523_g1_i10 g.27367  ORF lcl c240523_g1_i10 g.27367 lcl c240523_g1_i10 m.27367 type:5prime_partial len:821 (+) lcl c240523_g1_i10:1-2463(+),35,1563-a,1,1,1,0.999,1,0.999,7,7,44,44,781-a,0.995,2,2,2,7.4236,2,8.4027,2,8.2726,null,0,0,0,0,0,0,0,0,0,1159-a,0.3099,1,1,1,4.1007,1,4.4781,1,4.4929,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1189-a,0.2863,1,1,1,3.9374,1,4.3238,1,4.3938,1152-a,0.2134,1,1,1,3.5029,1,3.8252,1,3.8677,788-a,0.8104,1,1,1,5.6717,1,6.1161,1,6.2054,null,0,0,0,0,0,0,0,0,0,906-a,0.8628,1,1,2,8.6267,2,9.4769,2,9.7494,null,0,0,0,0,0,0,0,0,0,1013-a,0.3673,1,1,1,4.2566,1,4.7141,1,4.9207,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,925-a,0.395,1,1,1,5.0179,1,5.8997,1,5.7486,836-a,0.59,1,1,1,5.2133,1,6.2643,1,6.0682,886-a,0.9119,1,1,1,4.7191,1,5.6118,1,5.4633,851-a,0.6777,1,1,1,5.0432,1,5.5482,1,5.7587
lcl|c240612_g3_i13|m.27477,649,1,lcl c240612_g3_i13 g.27477  ORF lcl c240612_g3_i13 g.27477 lcl c240612_g3_i13 m.27477 type:complete len:649 (+) lcl c240612_g3_i13:955-2901(+),32,1564-a,1,1,1,0.999,1,0.999,12,12,57,57,678-a,1,2,2,2,9.3911,2,10.6296,2,10.465,null,0,0,0,0,0,0,0,0,0,400-a,1,2,2,2,10.375,2,11.3298,2,11.3672,379-a,1,2,2,2,9.0325,2,9.9785,2,9.9907,678-a,1,2,2,2,8.451,2,9.6085,2,9.3396,819-a,0.9887,1,1,1,4.8192,1,5.2349,1,5.4177,387-a,1,3,3,3,14.9425,3,16.4092,3,16.6749,409-a,1,2,2,2,8.8625,2,9.6778,2,9.7855,807-a,0.7203,1,1,1,7.1749,1,7.737,1,7.8499,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,675-a,0.9919,1,1,1,5.3847,1,5.9634,1,6.2248,898-a,0.6564,1,1,1,5.2518,1,5.7975,1,5.941,729-a,0.9872,1,1,1,5.5553,1,6.0965,1,6.1903,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1003-a,0.4276,1,1,1,5.9698,1,7.0991,1,6.9112,null,0,0,0,0,0,0,0,0,0
lcl|c240621_g3_i2|m.27488,197,1,lcl c240621_g3_i2 g.27488  ORF lcl c240621_g3_i2 g.27488 lcl c240621_g3_i2 m.27488 type:complete len:197 (+) lcl c240621_g3_i2:597-1187(+),30,1565-a,1,1,1,0.999,1,0.999,12,11,45,41,null,0,0,0,0,0,0,0,0,0,755-a,0.9873,1,1,1,16.8213,1,18.6602,1,18.6623,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,651-a,0.9999,2,2,2,31.753,2,34.4918,2,35.6964,null,0,0,0,0,0,0,0,0,0,1095-a,0.4247,1,1,1,14.5983,1,15.9414,1,16.1187,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,337-a,1,2,2,2,32.9116,2,36.0313,2,36.8308,489-a,1,2,2,2,35.4789,2,39.2918,2,41.0141,null,0,0,0,0,0,0,0,0,0,814-a,0.9505,1,1,1,18.3015,1,20.0844,1,20.3934,null,0,0,0,0,0,0,0,0,0,619-a,0.9915,1,1,1,20.912,1,24.5871,1,23.9573,652-a,0.9759,1,1,1,21.7265,1,26.1066,1,25.2895,531-a,1,3,3,3,59.0011,3,70.1621,3,68.3056,613-a,0.9915,1,1,1,21.0176,1,23.1221,1,23.9993
lcl|c240627_g2_i4|m.27503,249,1,lcl c240627_g2_i4 g.27503  ORF lcl c240627_g2_i4 g.27503 lcl c240627_g2_i4 m.27503 type:3prime_partial len:250 (+) lcl c240627_g2_i4:910-1656(+),16,1566-a,1,1,1,0.999,1,0.999,3,3,17,17,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,731-a,0.9904,1,1,1,14.2219,1,15.6236,1,16.0728,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,666-a,0.9894,1,1,1,15.0196,1,16.4537,1,16.7222,665-a,0.9881,1,1,1,16.5449,1,19.4524,1,18.9541,623-a,0.9861,1,1,1,17.1893,1,20.6547,1,20.0081,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c240692_g2_i1|m.27612,124,1,lcl c240692_g2_i1 g.27612  ORF lcl c240692_g2_i1 g.27612 lcl c240692_g2_i1 m.27612 type:complete len:124 (+) lcl c240692_g2_i1:968-1339(+),58,1567-a,1,1,1,0.999,1,0.999,61,61,6826,6826,275-a,1,26,26,83,2039.7924,83,2308.8033,83,2273.0583,229-a,1,24,24,69,1843.9679,69,2045.5503,69,2045.781,251-a,1,20,20,62,1683.3461,62,1838.2681,62,1844.3212,234-a,1,18,18,66,1560.065,66,1723.4569,66,1725.5708,260-a,1,25,25,81,1791.363,81,2036.7221,81,1979.7312,245-a,1,26,26,106,2673.6545,106,2904.2683,106,3005.6936,252-a,1,23,23,85,2215.8725,85,2433.3654,85,2472.7669,263-a,1,23,23,76,1762.6305,76,1924.791,76,1946.2013,177-a,1,21,21,63,2365.7999,63,2551.1624,63,2588.3923,263-a,1,25,25,89,2127.6236,89,2297.504,89,2334.0325,214-a,1,28,28,111,3169.9886,111,3482.4231,111,3582.5434,209-a,1,30,30,138,3607.7961,138,3949.7909,138,4037.4319,187-a,1,32,32,216,6087.4936,216,6741.7062,216,7037.2233,208-a,1,31,31,153,4205.5651,153,4642.5434,153,4757.4244,204-a,1,32,32,117,3401.8666,117,3733.2691,117,3790.7034,182-a,1,24,24,86,2593.7808,86,2841.4418,86,2887.8098,182-a,1,28,28,164,5448.5963,164,6406.1253,164,6242.023,166-a,1,28,28,125,4314.6452,125,5184.4845,125,5022.2018,211-a,1,23,23,83,2593.3525,83,3083.9263,83,3002.325,184-a,1,22,22,95,3172.1392,95,3489.7576,95,3622.1507
lcl|c240699_g3_i15|m.27615,699,1,lcl c240699_g3_i15 g.27615  ORF lcl c240699_g3_i15 g.27615 lcl c240699_g3_i15 m.27615 type:complete len:699 (+) lcl c240699_g3_i15:21-2117(+),34,1568-a,1,1,1,0.999,1,0.999,6,6,40,40,902-a,0.989,1,1,1,4.3597,1,4.9346,1,4.8582,781-a,0.9861,1,1,1,4.7408,1,5.259,1,5.2596,402-a,1,2,2,2,9.6329,2,10.5194,2,10.5541,599-a,1,2,2,2,8.3864,2,9.2647,2,9.2761,874-a,0.9868,1,1,1,3.9232,1,4.4606,1,4.3358,null,0,0,0,0,0,0,0,0,0,819-a,0.9897,1,1,1,4.6246,1,5.0785,1,5.1607,821-a,0.987,1,1,1,4.1143,1,4.4928,1,4.5427,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,718-a,0.9913,1,1,1,5.0662,1,5.5655,1,5.7255,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,584-a,0.9956,1,1,1,5.3503,1,5.8612,1,5.9568,null,0,0,0,0,0,0,0,0,0,583-a,0.9904,1,1,1,6.1232,1,7.3577,1,7.1274,null,0,0,0,0,0,0,0,0,0,926-a,0.3882,1,1,1,5.9234,1,6.5165,1,6.7637
lcl|c240711_g1_i2|m.27634,475,1,lcl c240711_g1_i2 g.27634  ORF lcl c240711_g1_i2 g.27634 lcl c240711_g1_i2 m.27634 type:complete len:475 (+) lcl c240711_g1_i2:127-1551(+),23,1569-a,1,1,1,0.999,1,0.999,11,11,39,39,null,0,0,0,0,0,0,0,0,0,756-a,0.9873,1,1,1,6.9764,1,7.7391,1,7.7399,403-a,1,2,2,2,14.1755,2,15.4802,2,15.5311,942-a,0.9183,1,1,1,6.1706,1,6.8169,1,6.8252,875-a,0.9868,1,1,1,5.7733,1,6.5641,1,6.3804,398-a,1,2,2,2,13.1691,2,14.305,2,14.8046,null,0,0,0,0,0,0,0,0,0,650-a,1,2,2,2,12.1089,2,13.2229,2,13.37,632-a,0.9913,1,1,1,9.8031,1,10.5712,1,10.7255,685-a,1,4,4,4,24.9628,4,26.9559,4,27.3845,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,764-a,0.9831,1,1,1,7.3572,1,8.1479,1,8.505,null,0,0,0,0,0,0,0,0,0,861-a,0.8795,1,1,1,7.5903,1,8.3297,1,8.4579,2029-a,0,1,1,1,7.8734,1,8.6252,1,8.7659,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c215124_g2_i2|m.3835,338,1,lcl c215124_g2_i2 g.3835  ORF lcl c215124_g2_i2 g.3835 lcl c215124_g2_i2 m.3835 type:5prime_partial len:338 (+) lcl c215124_g2_i2:3-1016(+),8,157-a,1,1,1,0.999,1,0.999,4,4,10,10,918-a,0.9879,1,1,1,9.016,1,10.205,1,10.047,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,65-a,1,2,2,2,18.5069,2,20.1032,2,20.8053,1317-a,0,1,1,1,9.5638,1,10.5025,1,10.6726,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c240720_g1_i3|m.27662,2103,1,lcl c240720_g1_i3 g.27662  ORF lcl c240720_g1_i3 g.27662 lcl c240720_g1_i3 m.27662 type:complete len:2103 (+) lcl c240720_g1_i3:555-6863(+),57,1570-a,1,1,1,0.999,1,0.999,81,81,674,674,680-a,1,16,16,22,31.8796,22,36.0839,22,35.5253,571-a,1,12,12,14,22.0605,14,24.4721,14,24.4749,639-a,1,24,24,28,44.8252,28,48.9506,28,49.1117,600-a,1,18,18,22,30.6622,22,33.8736,22,33.9152,680-a,1,9,9,13,16.9521,13,19.274,13,18.7347,617-a,1,10,10,13,19.3342,13,21.0018,13,21.7352,632-a,1,22,22,27,41.5023,27,45.5758,27,46.3138,651-a,1,12,12,13,17.7776,13,19.4131,13,19.6291,439-a,1,11,11,13,28.7848,13,31.0401,13,31.4931,686-a,1,11,11,11,15.5053,11,16.7433,11,17.0095,542-a,1,12,12,14,23.5746,14,25.8982,14,26.6427,515-a,1,5,5,7,10.7905,7,11.8134,7,12.0755,491-a,1,7,7,10,16.6176,10,18.4034,10,19.2101,517-a,1,7,7,8,12.966,8,14.3132,8,14.6674,518-a,1,9,9,9,15.4297,9,16.9328,9,17.1933,469-a,1,5,5,6,10.6701,6,11.6889,6,11.8797,452-a,1,4,4,6,11.7537,6,13.8193,6,13.4653,422-a,1,5,5,7,14.2467,7,17.1189,7,16.5831,533-a,1,10,10,14,25.7925,14,30.6716,14,29.86,463-a,1,6,6,6,11.8131,6,12.9959,6,13.4889
