PROTID,PROTLEN,ISFWD,DEFLINE,NUMXML,ALL_ID,MAXPW,ALL_PW,ALL_LOCALPW,MAXINIPROB,WT_MAXINIPROB,MAXINIPROBUNIQ,ALL_NUMPEPSTOT,ALL_NUMPEPSUNIQ,ALL_NUMSPECSTOT,ALL_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_01_ID,X2018_MARCH_12_CORAL_JAA_01_PW,X2018_MARCH_12_CORAL_JAA_01_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_01_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_01_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_01_TOTNSAF,X2018_MARCH_12_CORAL_JAA_01_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_01_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_01_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_01_ADJNSAF,X2018_MARCH_12_CORAL_JAA_03_ID,X2018_MARCH_12_CORAL_JAA_03_PW,X2018_MARCH_12_CORAL_JAA_03_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_03_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_03_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_03_TOTNSAF,X2018_MARCH_12_CORAL_JAA_03_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_03_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_03_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_03_ADJNSAF,X2018_MARCH_12_CORAL_JAA_08_ID,X2018_MARCH_12_CORAL_JAA_08_PW,X2018_MARCH_12_CORAL_JAA_08_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_08_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_08_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_08_TOTNSAF,X2018_MARCH_12_CORAL_JAA_08_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_08_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_08_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_08_ADJNSAF,X2018_MARCH_12_CORAL_JAA_09_ID,X2018_MARCH_12_CORAL_JAA_09_PW,X2018_MARCH_12_CORAL_JAA_09_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_09_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_09_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_09_TOTNSAF,X2018_MARCH_12_CORAL_JAA_09_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_09_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_09_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_09_ADJNSAF,X2018_MARCH_12_CORAL_JAA_10_ID,X2018_MARCH_12_CORAL_JAA_10_PW,X2018_MARCH_12_CORAL_JAA_10_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_10_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_10_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_10_TOTNSAF,X2018_MARCH_12_CORAL_JAA_10_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_10_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_10_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_10_ADJNSAF,X2018_MARCH_12_CORAL_JAA_11_ID,X2018_MARCH_12_CORAL_JAA_11_PW,X2018_MARCH_12_CORAL_JAA_11_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_11_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_11_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_11_TOTNSAF,X2018_MARCH_12_CORAL_JAA_11_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_11_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_11_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_11_ADJNSAF,X2018_MARCH_12_CORAL_JAA_15_ID,X2018_MARCH_12_CORAL_JAA_15_PW,X2018_MARCH_12_CORAL_JAA_15_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_15_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_15_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_15_TOTNSAF,X2018_MARCH_12_CORAL_JAA_15_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_15_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_15_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_15_ADJNSAF,X2018_MARCH_12_CORAL_JAA_16_ID,X2018_MARCH_12_CORAL_JAA_16_PW,X2018_MARCH_12_CORAL_JAA_16_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_16_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_16_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_16_TOTNSAF,X2018_MARCH_12_CORAL_JAA_16_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_16_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_16_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_16_ADJNSAF,X2018_MARCH_12_CORAL_JAA_17_ID,X2018_MARCH_12_CORAL_JAA_17_PW,X2018_MARCH_12_CORAL_JAA_17_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_17_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_17_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_17_TOTNSAF,X2018_MARCH_12_CORAL_JAA_17_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_17_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_17_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_17_ADJNSAF,X2018_MARCH_12_CORAL_JAA_19_ID,X2018_MARCH_12_CORAL_JAA_19_PW,X2018_MARCH_12_CORAL_JAA_19_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_19_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_19_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_19_TOTNSAF,X2018_MARCH_12_CORAL_JAA_19_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_19_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_19_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_19_ADJNSAF,X2018_MARCH_12_CORAL_JAA_24_ID,X2018_MARCH_12_CORAL_JAA_24_PW,X2018_MARCH_12_CORAL_JAA_24_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_24_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_24_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_24_TOTNSAF,X2018_MARCH_12_CORAL_JAA_24_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_24_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_24_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_24_ADJNSAF,X2018_MARCH_12_CORAL_JAA_26_ID,X2018_MARCH_12_CORAL_JAA_26_PW,X2018_MARCH_12_CORAL_JAA_26_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_26_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_26_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_26_TOTNSAF,X2018_MARCH_12_CORAL_JAA_26_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_26_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_26_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_26_ADJNSAF,X2018_MARCH_12_CORAL_JAA_30_ID,X2018_MARCH_12_CORAL_JAA_30_PW,X2018_MARCH_12_CORAL_JAA_30_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_30_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_30_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_30_TOTNSAF,X2018_MARCH_12_CORAL_JAA_30_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_30_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_30_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_30_ADJNSAF,X2018_MARCH_12_CORAL_JAA_31_ID,X2018_MARCH_12_CORAL_JAA_31_PW,X2018_MARCH_12_CORAL_JAA_31_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_31_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_31_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_31_TOTNSAF,X2018_MARCH_12_CORAL_JAA_31_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_31_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_31_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_31_ADJNSAF,X2018_MARCH_22_JPG_CORAL_05_ID,X2018_MARCH_22_JPG_CORAL_05_PW,X2018_MARCH_22_JPG_CORAL_05_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_05_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_05_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_05_TOTNSAF,X2018_MARCH_22_JPG_CORAL_05_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_05_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_05_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_05_ADJNSAF,X2018_MARCH_22_JPG_CORAL_06_ID,X2018_MARCH_22_JPG_CORAL_06_PW,X2018_MARCH_22_JPG_CORAL_06_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_06_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_06_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_06_TOTNSAF,X2018_MARCH_22_JPG_CORAL_06_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_06_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_06_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_06_ADJNSAF,X2018_MARCH_22_JPG_CORAL_07_ID,X2018_MARCH_22_JPG_CORAL_07_PW,X2018_MARCH_22_JPG_CORAL_07_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_07_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_07_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_07_TOTNSAF,X2018_MARCH_22_JPG_CORAL_07_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_07_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_07_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_07_ADJNSAF,X2018_MARCH_22_JPG_CORAL_09_ID,X2018_MARCH_22_JPG_CORAL_09_PW,X2018_MARCH_22_JPG_CORAL_09_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_09_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_09_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_09_TOTNSAF,X2018_MARCH_22_JPG_CORAL_09_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_09_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_09_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_09_ADJNSAF,X2018_MARCH_22_JPG_CORAL_17_ID,X2018_MARCH_22_JPG_CORAL_17_PW,X2018_MARCH_22_JPG_CORAL_17_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_17_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_17_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_17_TOTNSAF,X2018_MARCH_22_JPG_CORAL_17_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_17_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_17_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_17_ADJNSAF,X2018_MARCH_22_JPG_CORAL_19_ID,X2018_MARCH_22_JPG_CORAL_19_PW,X2018_MARCH_22_JPG_CORAL_19_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_19_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_19_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_19_TOTNSAF,X2018_MARCH_22_JPG_CORAL_19_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_19_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_19_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_19_ADJNSAF
lcl|c244474_g2_i1|m.32252,194,1,lcl c244474_g2_i1 g.32252  ORF lcl c244474_g2_i1 g.32252 lcl c244474_g2_i1 m.32252 type:complete len:194 (+) lcl c244474_g2_i1:199-780(+),55,1208-c,1,1,1,0.999,1,0.999,16,16,229,229,null,0,0,0,0,0,0,0,0,0,582-b,0,2,0,3,40.3335,0,0,0,0,584-b,1,7,5,7,88.5377,5,68.0272,5,68.3869,622-b,0.9999,3,2,3,40.662,2,29.6768,2,29.8312,562-c,1,4,2,5,73.3795,2,34.0037,2,33.2047,450-c,0.9991,5,1,6,105.5785,1,19.4969,2,38.9221,563-c,0.9991,3,1,4,54.4642,1,14.8899,1,14.7723,508-c,0.9999,3,1,3,46.2729,1,16.9145,1,17.1457,613-b,0.9908,3,1,4,56.2141,1,15.2139,1,15.3561,544-b,1,5,3,5,73.0874,3,47.7318,3,48.4681,405-b,0.9959,3,1,4,69.0791,1,20.7486,1,20.0959,523-b,0.9942,4,1,4,58.1892,1,15.9719,1,16.3672,404-b,0.9999,4,2,5,82.5933,2,36.0545,2,36.6315,388-b,0.9996,2,1,2,39.5709,1,23.423,1,22.8646,349-b,0.9998,3,1,3,59.5014,1,21.7389,2,45.852,null,0,0,0,0,0,0,0,0,0,422-b,0.0196,3,0,3,54.7399,0,0,0,0,397-b,0,2,0,2,39.273,0,0,0,0,491-b,0.9873,3,1,3,53.5782,1,20.7129,1,20.3055,423-c,1,7,1,8,140.4679,1,19.1162,1,19.5248
lcl|c222419_g1_i6|m.8316,190,1,lcl c222419_g1_i6 g.8316  ORF lcl c222419_g1_i6 g.8316 lcl c222419_g1_i6 m.8316 type:internal len:191 (+) lcl c222419_g1_i6:3-572(+),58,1209-a,1,1,1,0.999,1,0.999,15,15,414,414,552-a,1,3,3,6,106.727,6,115.4918,6,115.2155,583-a,1,4,4,6,82.3653,6,88.9742,6,89.3543,585-a,1,6,6,7,90.4016,7,97.243,7,97.7572,837-a,0.9996,2,2,4,55.3574,4,60.6032,4,60.9185,563-a,1,3,3,4,59.9395,4,69.4391,4,67.8074,451-a,1,2,2,5,89.8343,5,99.5369,5,99.3539,564-a,1,5,5,7,97.3189,7,106.4234,7,105.5832,509-a,1,5,5,10,157.4903,10,172.7057,10,175.0663,614-a,1,2,2,5,71.747,5,77.671,5,78.3969,545-a,1,2,2,4,59.7008,4,64.9822,4,65.9846,406-a,1,3,3,6,105.8001,6,127.1126,6,123.1141,524-a,1,5,5,11,163.389,11,179.3901,11,183.8299,405-a,1,4,4,9,151.7978,9,165.6609,9,168.3123,389-a,1,5,5,9,181.818,9,215.2447,9,210.1133,559-a,0.9914,1,1,5,101.2568,5,110.9827,5,117.0433,428-a,1,2,2,2,41.7451,2,46.0081,2,47.0225,423-a,1,3,3,6,111.7847,6,123.7606,6,125.1296,398-a,1,4,4,8,160.399,8,177.3952,8,181.8352,492-a,1,5,5,12,218.8245,12,253.7871,12,248.7956,424-a,1,3,3,8,143.4252,8,156.1488,8,159.4872
lcl|c213147_g4_i1|m.2980,151,1,lcl c213147_g4_i1 g.2980  ORF lcl c213147_g4_i1 g.2980 lcl c213147_g4_i1 m.2980 type:complete len:151 (+) lcl c213147_g4_i1:371-823(+),54,121-a,1,1,1,0.999,1,0.999,15,15,218,218,52-a,1,6,6,10,223.8205,10,242.2015,10,241.6219,59-a,1,8,8,11,190.0038,11,205.2495,11,206.1263,60-a,1,6,6,9,146.2505,9,157.3184,9,158.1503,64-a,1,5,5,8,139.3099,8,152.5114,8,153.3049,56-a,1,3,3,3,56.5654,3,65.5303,3,63.9904,604-a,0.9999,2,2,2,45.2146,2,50.098,2,50.0059,799-a,0.9961,1,1,1,17.4935,1,19.13,1,18.979,45-a,1,5,5,6,118.8999,6,130.3871,6,132.1692,55-a,1,4,4,6,108.3332,6,117.2781,6,118.3741,56-a,1,5,5,6,112.6804,6,122.6486,6,124.5404,1020-a,0.4453,1,1,1,22.1877,1,26.6572,1,25.8186,51-a,1,3,3,3,56.0697,3,61.5607,3,63.0843,530-a,0.9999,3,3,4,84.8906,4,92.6433,4,94.1261,966-a,0.5621,1,1,1,25.4197,1,30.0931,1,29.3757,879-a,0.5982,1,1,1,25.4819,1,27.9294,1,29.4546,null,0,0,0,0,0,0,0,0,0,48-a,1,4,4,5,117.2136,5,129.771,5,131.2066,602-a,0.9966,2,2,2,50.4566,2,55.8031,2,57.1998,47-a,1,2,2,2,45.8903,2,53.2225,2,52.1757,624-a,0.995,1,1,1,22.5586,1,24.5598,1,25.0849
lcl|c222437_g1_i2|m.8353,210,1,lcl c222437_g1_i2 g.8353  ORF lcl c222437_g1_i2 g.8353 lcl c222437_g1_i2 m.8353 type:complete len:210 (+) lcl c222437_g1_i2:90-719(+),58,1210-a,1,1,1,0.999,1,0.999,76,76,1398,1398,553-a,1,30,30,60,965.6254,60,1044.9263,60,1042.4258,584-a,1,34,34,54,670.6886,54,724.5039,54,727.599,586-a,1,35,35,63,736.1274,63,791.8362,63,796.0231,623-a,1,30,30,58,726.2358,58,795.0565,58,799.1931,564-a,1,21,21,34,460.963,34,534.0197,34,521.4711,452-a,1,17,17,23,373.8819,23,414.263,23,413.5013,565-a,1,25,25,28,352.2017,28,385.1514,28,382.1106,510-a,1,37,37,61,869.1962,61,953.1708,61,966.1991,615-a,1,26,26,39,506.3288,39,548.1355,39,553.2578,546-a,1,23,23,36,486.1354,36,529.1411,36,537.3031,117-a,1,5,5,8,127.6318,8,153.3422,8,148.5186,525-a,1,23,23,32,430.0456,32,472.161,32,483.8465,406-a,1,16,16,21,320.462,21,349.7285,21,355.3259,390-a,1,9,9,10,182.78,10,216.3836,10,211.225,350-a,1,7,7,8,146.5813,8,160.6606,8,169.4341,429-a,1,12,12,17,321.0393,17,353.8242,17,361.6255,424-a,1,19,19,26,438.2672,26,485.22,26,490.5876,399-a,1,6,6,7,126.9826,7,140.4379,7,143.9528,493-a,1,11,11,12,197.9841,12,229.6169,12,225.1008,425-a,1,20,20,24,389.2969,24,423.8326,24,432.8938
lcl|c222451_g1_i1|m.8369,185,1,lcl c222451_g1_i1 g.8369  ORF lcl c222451_g1_i1 g.8369 lcl c222451_g1_i1 m.8369 type:complete len:185 (+) lcl c222451_g1_i1:103-657(+),51,1211-a,1,1,1,0.999,1,0.999,12,10,100,85,955-a,0.983,1,1,1,18.2686,1,19.7689,1,19.7216,585-a,1,4,3,4,56.3942,3,45.6894,3,45.8846,162-a,1,2,2,2,26.5271,2,28.5346,2,28.6855,624-a,1,2,2,2,28.4267,2,31.1206,2,31.2825,566-c,0.9982,2,1,2,30.7797,1,17.829,1,17.41,null,0,0,0,0,0,0,0,0,0,566-a,1,4,3,5,71.3922,4,62.457,4,61.9639,673-a,0.9999,2,2,2,32.3493,2,35.4747,2,35.9596,616-a,1,4,3,4,58.9489,3,47.8621,3,48.3094,775-a,0.9957,2,1,2,30.6572,1,16.6846,1,16.942,605-a,0.9946,2,1,2,36.2198,1,21.758,1,21.0736,526-a,1,3,3,3,45.765,3,50.2469,3,51.4904,533-a,0.9999,2,2,2,34.6445,2,37.8085,2,38.4136,1026-a,0.3279,1,1,1,20.748,1,24.5625,1,23.9769,669-a,0.9883,2,1,2,41.5974,1,22.7964,1,24.0413,792-a,0.9635,1,1,1,21.4366,1,23.6258,1,24.1467,796-a,0.9787,1,1,1,19.1343,1,21.1842,1,21.4186,804-a,0.9844,1,1,1,20.5918,1,22.7737,1,23.3437,867-a,0.9909,1,1,1,18.7282,1,21.7205,1,21.2933,100-a,1,3,2,3,55.2381,2,40.0923,2,40.9494
lcl|c222459_g5_i1|m.8379,326,1,lcl c222459_g5_i1 g.8379  ORF lcl c222459_g5_i1 g.8379 lcl c222459_g5_i1 m.8379 type:3prime_partial len:327 (+) lcl c222459_g5_i1:84-1061(+),56,1212-a,1,1,1,0.999,1,0.999,41,41,360,360,554-a,1,12,12,13,134.7729,13,145.8409,13,145.4919,586-a,1,12,12,14,112.01,14,120.9976,14,121.5145,587-a,1,11,11,13,97.8492,13,105.2543,13,105.8108,625-a,1,11,11,13,104.8563,13,114.7929,13,115.3902,565-a,1,14,14,16,139.7362,16,161.8825,16,158.0786,453-a,1,7,7,8,83.7719,8,92.8197,8,92.649,567-a,1,9,9,10,81.028,10,88.6085,10,87.9089,511-a,1,12,12,14,128.5043,14,140.9193,14,142.8455,617-a,1,10,10,12,100.3578,12,108.6441,12,109.6594,547-a,1,15,15,17,147.8786,17,160.9606,17,163.4434,407-a,1,7,7,8,82.2168,8,98.7787,8,95.6715,527-a,1,6,6,9,77.9128,9,85.543,9,87.6601,407-a,1,7,7,7,68.8109,7,75.0951,7,76.297,391-a,1,3,3,4,47.0967,4,55.7553,4,54.4261,351-a,1,3,3,4,47.2118,4,51.7465,4,54.5723,430-a,1,6,6,7,85.1548,7,93.8509,7,95.9201,778-a,0.9829,1,1,1,10.8584,1,12.0217,1,12.1547,400-a,1,6,6,6,70.1131,6,77.5424,6,79.4832,494-a,1,9,9,10,106.2798,10,123.2606,10,120.8363,565-a,0.9999,3,3,3,31.3468,3,34.1276,3,34.8572
lcl|c222639_g5_i2|m.8480,210,1,lcl c222639_g5_i2 g.8480  ORF lcl c222639_g5_i2 g.8480 lcl c222639_g5_i2 m.8480 type:3prime_partial len:211 (+) lcl c222639_g5_i2:1068-1697(+),58,1213-a,1,1,1,0.999,1,0.999,52,50,1505,1412,163-a,1,13,13,17,273.5939,17,296.0624,17,295.354,163-a,1,25,24,35,434.7056,34,456.1691,35,471.592,588-a,1,22,21,34,397.2751,32,402.2025,33,416.9645,179-a,1,20,19,30,375.6392,28,383.8204,29,399.5965,163-a,1,20,19,31,420.2898,29,455.4874,30,460.1216,122-a,1,20,19,38,617.7178,36,648.4116,38,683.1761,159-a,1,22,21,28,352.2017,26,357.6406,27,368.4638,512-a,1,21,20,32,455.9718,28,437.521,30,475.1799,169-a,1,21,20,30,389.4837,29,407.588,29,411.3968,161-a,1,23,22,33,445.6241,31,455.6493,32,477.6027,120-a,1,16,15,34,542.4353,33,632.5368,34,631.2041,143-a,1,24,23,41,550.996,39,575.4463,40,604.8082,408-a,1,19,18,31,473.063,29,482.9584,30,507.6085,105-a,1,13,12,27,493.5061,26,562.5973,27,570.3075,93-a,1,13,12,18,329.808,17,341.4038,18,381.2268,124-a,1,14,13,17,321.0393,15,312.1978,17,361.6255,124-a,1,22,21,32,539.4057,30,559.8692,31,584.9313,121-a,1,14,13,26,471.6495,25,501.5639,26,534.682,139-a,1,18,18,29,478.4615,29,554.9076,29,543.9935,426-a,1,14,12,23,373.0762,21,370.8535,23,414.8566
lcl|c222899_g2_i4|m.8691,257,1,lcl c222899_g2_i4 g.8691  ORF lcl c222899_g2_i4 g.8691 lcl c222899_g2_i4 m.8691 type:complete len:257 (+) lcl c222899_g2_i4:2-772(+),34,1214-a,1,1,1,0.999,1,0.999,14,14,85,85,169-a,1,5,5,8,105.2043,8,113.8441,8,113.5717,587-a,1,2,2,2,20.2975,2,21.9262,2,22.0199,590-a,1,3,3,3,28.6431,3,30.8107,3,30.9737,185-a,1,3,3,3,30.6943,3,33.603,3,33.7778,849-a,0.9892,1,1,1,11.0783,1,12.8341,1,12.5325,null,0,0,0,0,0,0,0,0,0,568-a,1,5,5,7,71.9478,7,78.6788,7,78.0576,972-a,0.9685,1,1,1,11.6432,1,12.7681,1,12.9426,619-a,1,6,6,7,74.2595,7,80.391,7,81.1423,548-a,1,2,2,2,22.0684,2,24.0207,2,24.3912,808-a,0.9711,1,1,1,13.0363,1,15.6624,1,15.1697,529-a,1,2,2,2,21.9624,2,24.1133,2,24.7101,588-a,0.9964,2,2,2,24.9387,2,27.2162,2,27.6518,393-a,1,2,2,2,29.8707,2,35.3623,2,34.5193,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1402-a,0,1,1,1,13.4814,1,15.6354,1,15.3279,427-a,1,2,2,2,26.5085,2,28.8602,2,29.4772
lcl|c222946_g2_i3|m.8728,182,1,lcl c222946_g2_i3 g.8728  ORF lcl c222946_g2_i3 g.8728 lcl c222946_g2_i3 m.8728 type:complete len:182 (+) lcl c222946_g2_i3:137-682(+),58,1215-a,1,1,1,0.999,1,0.999,51,51,529,529,557-a,1,7,6,9,167.1275,8,160.7579,9,180.4199,569-b,1,8,5,9,128.9786,6,92.8851,6,93.2819,572-b,1,7,5,8,107.8575,5,72.5125,6,87.4751,626-a,1,9,7,11,158.9243,9,142.351,11,174.8897,567-a,1,15,12,21,328.5144,17,308.0883,20,353.9397,455-a,1,10,8,14,262.5926,11,228.6066,14,290.419,570-a,1,8,7,9,130.6243,8,126.973,9,141.7169,513-a,1,8,6,8,131.5303,6,108.1783,8,146.2092,621-a,1,10,7,17,254.6624,12,194.6043,15,245.5286,549-a,1,8,6,13,202.5564,8,135.6772,11,189.4338,408-a,1,4,3,5,92.0422,4,88.4667,5,107.1048,530-a,1,6,4,7,108.5452,5,85.1252,7,122.1247,411-a,1,5,4,6,105.6468,5,96.0793,6,117.1404,394-a,1,6,5,9,189.8101,7,174.7714,8,194.9769,353-a,1,8,7,8,169.1323,7,162.2054,8,195.5009,433-a,1,6,5,6,130.74,5,120.0761,6,147.2683,426-a,1,11,9,13,252.8464,11,236.8677,13,283.0313,402-a,1,6,5,6,125.5872,5,115.7455,6,142.3709,497-a,1,11,9,14,266.517,12,264.9426,14,303.0203,428-a,1,8,6,8,149.7296,6,122.2594,8,166.4976
lcl|c220806_g2_i3|m.7164,184,1,lcl c220806_g2_i3 g.7164  ORF lcl c220806_g2_i3 g.7164 lcl c220806_g2_i3 m.7164 type:complete len:184 (+) lcl c220806_g2_i3:92-643(+),57,1215-b,1,1,1,0.999,1,0.999,21,21,348,348,127-a,1,5,4,6,110.2072,5,99.3816,5,99.1438,569-a,1,11,8,13,184.2774,10,153.1258,13,199.914,572-a,1,6,4,9,120.0208,6,86.0691,8,115.3657,626-b,1,7,5,8,114.325,6,93.8691,6,94.3575,131-a,1,7,4,10,154.735,6,107.5551,7,122.5324,455-b,1,4,2,6,111.3164,3,61.6696,3,61.5562,131-a,1,6,5,7,100.4923,6,94.1946,6,93.451,114-a,1,6,4,7,113.8381,5,89.1687,5,90.3875,621-b,1,7,4,11,162.9904,6,96.2445,8,129.5252,549-b,1,7,5,12,184.9428,7,117.4272,9,153.3066,408-b,0.9996,2,1,3,54.625,2,43.7525,2,42.3762,530-b,1,5,3,5,76.6895,3,50.5199,3,51.7703,411-b,1,5,4,5,87.0821,4,76.0279,4,77.2448,394-b,1,3,2,5,104.3038,3,74.0879,4,96.4288,72-a,1,4,3,5,104.5587,4,91.6813,4,96.688,101-a,1,4,3,4,86.2126,3,71.2625,3,72.8338,103-a,1,7,5,8,153.9065,6,127.7962,6,129.2099,96-a,1,4,3,5,103.5184,4,91.5899,4,93.8823,114-a,1,6,4,7,131.8101,5,109.1928,5,107.0452,428-b,1,5,3,6,111.0766,4,80.6203,4,82.3439
