PROTID,PROTLEN,ISFWD,DEFLINE,NUMXML,ALL_ID,MAXPW,ALL_PW,ALL_LOCALPW,MAXINIPROB,WT_MAXINIPROB,MAXINIPROBUNIQ,ALL_NUMPEPSTOT,ALL_NUMPEPSUNIQ,ALL_NUMSPECSTOT,ALL_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_23_ID,X2018_MARCH_12_CORAL_JAA_23_PW,X2018_MARCH_12_CORAL_JAA_23_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_23_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_23_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_23_TOTNSAF,X2018_MARCH_12_CORAL_JAA_23_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_23_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_23_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_23_ADJNSAF,X2018_MARCH_12_CORAL_JAA_24_ID,X2018_MARCH_12_CORAL_JAA_24_PW,X2018_MARCH_12_CORAL_JAA_24_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_24_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_24_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_24_TOTNSAF,X2018_MARCH_12_CORAL_JAA_24_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_24_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_24_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_24_ADJNSAF,X2018_MARCH_12_CORAL_JAA_25_ID,X2018_MARCH_12_CORAL_JAA_25_PW,X2018_MARCH_12_CORAL_JAA_25_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_25_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_25_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_25_TOTNSAF,X2018_MARCH_12_CORAL_JAA_25_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_25_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_25_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_25_ADJNSAF,X2018_MARCH_12_CORAL_JAA_26_ID,X2018_MARCH_12_CORAL_JAA_26_PW,X2018_MARCH_12_CORAL_JAA_26_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_26_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_26_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_26_TOTNSAF,X2018_MARCH_12_CORAL_JAA_26_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_26_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_26_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_26_ADJNSAF,X2018_MARCH_12_CORAL_JAA_27_ID,X2018_MARCH_12_CORAL_JAA_27_PW,X2018_MARCH_12_CORAL_JAA_27_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_27_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_27_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_27_TOTNSAF,X2018_MARCH_12_CORAL_JAA_27_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_27_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_27_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_27_ADJNSAF,X2018_MARCH_12_CORAL_JAA_29_ID,X2018_MARCH_12_CORAL_JAA_29_PW,X2018_MARCH_12_CORAL_JAA_29_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_29_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_29_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_29_TOTNSAF,X2018_MARCH_12_CORAL_JAA_29_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_29_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_29_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_29_ADJNSAF,X2018_MARCH_12_CORAL_JAA_30_ID,X2018_MARCH_12_CORAL_JAA_30_PW,X2018_MARCH_12_CORAL_JAA_30_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_30_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_30_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_30_TOTNSAF,X2018_MARCH_12_CORAL_JAA_30_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_30_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_30_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_30_ADJNSAF,X2018_MARCH_12_CORAL_JAA_31_ID,X2018_MARCH_12_CORAL_JAA_31_PW,X2018_MARCH_12_CORAL_JAA_31_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_31_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_31_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_31_TOTNSAF,X2018_MARCH_12_CORAL_JAA_31_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_31_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_31_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_31_ADJNSAF,X2018_MARCH_22_JPG_CORAL_05_ID,X2018_MARCH_22_JPG_CORAL_05_PW,X2018_MARCH_22_JPG_CORAL_05_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_05_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_05_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_05_TOTNSAF,X2018_MARCH_22_JPG_CORAL_05_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_05_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_05_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_05_ADJNSAF,X2018_MARCH_22_JPG_CORAL_06_ID,X2018_MARCH_22_JPG_CORAL_06_PW,X2018_MARCH_22_JPG_CORAL_06_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_06_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_06_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_06_TOTNSAF,X2018_MARCH_22_JPG_CORAL_06_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_06_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_06_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_06_ADJNSAF,X2018_MARCH_22_JPG_CORAL_07_ID,X2018_MARCH_22_JPG_CORAL_07_PW,X2018_MARCH_22_JPG_CORAL_07_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_07_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_07_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_07_TOTNSAF,X2018_MARCH_22_JPG_CORAL_07_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_07_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_07_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_07_ADJNSAF,X2018_MARCH_22_JPG_CORAL_08_ID,X2018_MARCH_22_JPG_CORAL_08_PW,X2018_MARCH_22_JPG_CORAL_08_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_08_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_08_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_08_TOTNSAF,X2018_MARCH_22_JPG_CORAL_08_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_08_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_08_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_08_ADJNSAF,X2018_MARCH_22_JPG_CORAL_09_ID,X2018_MARCH_22_JPG_CORAL_09_PW,X2018_MARCH_22_JPG_CORAL_09_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_09_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_09_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_09_TOTNSAF,X2018_MARCH_22_JPG_CORAL_09_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_09_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_09_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_09_ADJNSAF,X2018_MARCH_22_JPG_CORAL_10_ID,X2018_MARCH_22_JPG_CORAL_10_PW,X2018_MARCH_22_JPG_CORAL_10_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_10_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_10_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_10_TOTNSAF,X2018_MARCH_22_JPG_CORAL_10_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_10_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_10_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_10_ADJNSAF,X2018_MARCH_22_JPG_CORAL_14_ID,X2018_MARCH_22_JPG_CORAL_14_PW,X2018_MARCH_22_JPG_CORAL_14_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_14_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_14_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_14_TOTNSAF,X2018_MARCH_22_JPG_CORAL_14_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_14_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_14_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_14_ADJNSAF,X2018_MARCH_22_JPG_CORAL_15_ID,X2018_MARCH_22_JPG_CORAL_15_PW,X2018_MARCH_22_JPG_CORAL_15_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_15_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_15_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_15_TOTNSAF,X2018_MARCH_22_JPG_CORAL_15_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_15_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_15_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_15_ADJNSAF,X2018_MARCH_22_JPG_CORAL_16_ID,X2018_MARCH_22_JPG_CORAL_16_PW,X2018_MARCH_22_JPG_CORAL_16_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_16_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_16_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_16_TOTNSAF,X2018_MARCH_22_JPG_CORAL_16_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_16_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_16_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_16_ADJNSAF,X2018_MARCH_22_JPG_CORAL_17_ID,X2018_MARCH_22_JPG_CORAL_17_PW,X2018_MARCH_22_JPG_CORAL_17_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_17_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_17_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_17_TOTNSAF,X2018_MARCH_22_JPG_CORAL_17_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_17_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_17_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_17_ADJNSAF,X2018_MARCH_22_JPG_CORAL_18_ID,X2018_MARCH_22_JPG_CORAL_18_PW,X2018_MARCH_22_JPG_CORAL_18_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_18_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_18_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_18_TOTNSAF,X2018_MARCH_22_JPG_CORAL_18_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_18_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_18_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_18_ADJNSAF,X2018_MARCH_22_JPG_CORAL_19_ID,X2018_MARCH_22_JPG_CORAL_19_PW,X2018_MARCH_22_JPG_CORAL_19_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_19_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_19_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_19_TOTNSAF,X2018_MARCH_22_JPG_CORAL_19_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_19_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_19_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_19_ADJNSAF
lcl|c244474_g3_i1|m.32253,318,1,lcl c244474_g3_i1 g.32253  ORF lcl c244474_g3_i1 g.32253 lcl c244474_g3_i1 m.32253 type:complete len:318 (+) lcl c244474_g3_i1:3482-4435(+),57,1085-a,1,1,1,0.999,1,0.999,40,40,470,470,389-a,1,7,7,8,89.088,8,97.8685,8,100.6823,369-a,1,8,8,10,105.3565,10,126.5797,10,122.5979,374-a,1,9,9,10,101.943,10,111.6065,10,114.0829,479-a,1,5,5,5,44.3738,5,48.7194,5,49.9252,346-a,1,4,4,5,54.9477,5,60.8528,5,63.5202,365-a,1,10,10,12,128.6201,12,141.9843,12,145.4977,365-a,1,6,6,6,60.4645,6,65.9865,6,67.0426,351-a,1,6,6,7,84.4927,7,100.0264,7,97.6418,321-a,1,3,3,4,48.3995,4,53.0483,4,55.9452,393-a,1,4,4,4,49.884,4,54.9782,4,56.1904,383-a,1,9,9,10,111.316,10,123.2416,10,124.605,370-a,1,9,9,9,102.0395,9,111.98,9,113.7028,370-a,1,4,4,5,59.8974,5,66.2443,5,67.9023,331-a,1,9,9,9,105.8454,9,115.9518,9,117.8439,330-a,1,7,7,8,103.6395,8,121.853,8,118.7315,303-a,1,4,4,4,53.8381,4,64.6919,4,62.667,398-a,1,7,7,8,97.4693,8,115.9072,8,112.8403,450-a,1,4,4,5,54.4768,5,63.1808,5,61.9381,334-a,1,4,4,5,65.1018,5,71.6203,5,74.3374,376-a,1,5,5,5,53.5589,5,58.3103,5,59.5569
lcl|c244484_g2_i1|m.32270,490,1,lcl c244484_g2_i1 g.32270  ORF lcl c244484_g2_i1 g.32270 lcl c244484_g2_i1 m.32270 type:complete len:490 (+) lcl c244484_g2_i1:103-1572(+),9,1086-a,0.9999,1,1,0.999,1,0.999,5,5,10,10,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,679-a,0.9915,1,1,1,8.0934,1,8.9199,1,9.1166,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c244488_g3_i1|m.32282,431,1,lcl c244488_g3_i1 g.32282  ORF lcl c244488_g3_i1 g.32282 lcl c244488_g3_i1 m.32282 type:complete len:431 (+) lcl c244488_g3_i1:2628-3920(+),15,1087-a,1,1,1,0.999,1,0.999,14,14,38,38,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1991-a,0,1,1,1,6.548,1,7.1892,1,7.3672,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,394-a,1,8,8,8,73.6108,8,81.128,8,82.9167,null,0,0,0,0,0,0,0,0,0,690-a,0.9908,1,1,1,8.3652,1,9.1801,1,9.3213,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c244489_g1_i1|m.32283,378,1,lcl c244489_g1_i1 g.32283  ORF lcl c244489_g1_i1 g.32283 lcl c244489_g1_i1 m.32283 type:complete len:378 (+) lcl c244489_g1_i1:1435-2568(+),55,1088-a,1,1,1,0.999,1,0.999,17,17,188,188,390-a,1,3,3,4,37.4735,4,41.1669,4,42.3505,370-a,1,6,6,6,53.1799,6,63.8926,6,61.8828,375-a,1,3,3,3,25.7285,3,28.1674,3,28.7924,480-a,1,4,4,4,29.8643,4,32.789,4,33.6005,347-a,1,6,6,7,64.7162,7,71.6711,7,74.8127,366-a,1,3,3,3,27.051,3,29.8618,3,30.6007,null,0,0,0,0,0,0,0,0,0,881-a,0.8727,1,1,1,10.1544,1,12.0213,1,11.7347,322-a,1,3,3,3,30.5378,3,33.471,3,35.2988,null,0,0,0,0,0,0,0,0,0,384-a,1,2,2,2,18.7294,2,20.7359,2,20.9653,371-a,1,4,4,4,38.1523,4,41.8691,4,42.5132,371-a,1,4,4,4,40.3119,4,44.5835,4,45.6993,332-a,1,3,3,3,29.6815,3,32.5156,3,33.0462,520-a,0.9991,2,2,2,21.7972,2,25.6278,2,24.9713,304-a,1,5,5,5,56.6155,5,68.0292,5,65.8998,399-a,1,4,4,4,40.999,4,48.7546,4,47.4646,451-a,1,5,5,6,54.9956,6,63.7825,6,62.528,335-a,1,5,5,5,54.7682,5,60.252,5,62.5378,377-a,1,4,4,4,36.046,4,39.2438,4,40.0828
lcl|c244508_g1_i1|m.32310,273,1,lcl c244508_g1_i1 g.32310  ORF lcl c244508_g1_i1 g.32310 lcl c244508_g1_i1 m.32310 type:3prime_partial len:274 (+) lcl c244508_g1_i1:143-961(+),40,1089-a,1,1,1,0.999,1,0.999,13,13,90,90,391-a,1,4,4,5,64.858,5,71.2504,5,73.2989,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,481-a,1,2,2,2,20.6753,2,22.7001,2,23.2619,null,0,0,0,0,0,0,0,0,0,367-a,1,3,3,3,37.4553,3,41.3471,3,42.3702,null,0,0,0,0,0,0,0,0,0,709-a,0.9916,1,1,1,14.06,1,16.6449,1,16.2481,626-a,0.9914,1,1,1,14.0944,1,15.4481,1,16.2917,743-a,0.9873,1,1,1,14.5267,1,16.0101,1,16.3631,777-a,0.9835,1,1,1,12.9665,1,14.3556,1,14.5144,691-a,0.9908,1,1,1,13.2066,1,14.4931,1,14.7161,372-a,1,3,3,3,41.8624,3,46.2982,3,47.457,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,468-a,0.9997,2,2,2,31.3562,2,37.6777,2,36.4983,729-a,0.9914,1,1,1,14.192,1,16.8766,1,16.43,452-a,1,2,2,2,25.3826,2,29.4381,2,28.8591,null,0,0,0,0,0,0,0,0,0,1067-a,0.2189,1,1,1,12.4775,1,13.5844,1,13.8748
lcl|c212237_g2_i1|m.2659,530,1,lcl c212237_g2_i1 g.2659  ORF lcl c212237_g2_i1 g.2659 lcl c212237_g2_i1 m.2659 type:5prime_partial len:530 (+) lcl c212237_g2_i1:2-1591(+),56,109-a,1,1,1,0.999,1,0.999,33,33,321,321,565-a,0.9999,2,2,2,13.3632,2,14.6803,2,15.1023,32-a,1,4,4,4,25.2856,4,30.3791,4,29.4235,824-a,0.9409,1,1,1,6.1166,1,6.6964,1,6.845,45-a,1,10,10,10,53.2486,10,58.4633,10,59.9102,30-a,1,6,6,7,46.156,7,51.1164,7,53.357,568-a,0.9996,2,2,2,12.862,2,14.1984,2,14.5498,33-a,1,3,3,3,18.1394,3,19.796,3,20.1128,32-a,1,4,4,5,36.2111,5,42.8684,5,41.8465,628-a,0.9907,2,2,2,14.5198,2,15.9145,2,16.7836,33-a,1,6,6,7,52.3782,7,57.7271,7,58.9999,41-a,1,3,3,3,20.0369,3,22.1835,3,22.4289,30-a,1,2,2,2,13.6053,2,14.9307,2,15.1604,33-a,1,5,5,5,35.9385,5,39.7466,5,40.7414,29-a,1,3,3,3,21.1691,3,23.1904,3,23.5688,28-a,1,3,3,3,23.3189,3,27.4169,3,26.7146,683-a,0.9576,1,1,1,8.0757,1,9.7038,1,9.4,35-a,1,5,5,6,43.8612,6,52.1582,6,50.7781,40-a,1,6,6,6,39.2233,6,45.4901,6,44.5954,30-a,1,5,5,5,39.0611,5,42.9722,5,44.6025,31-a,1,3,3,3,19.2812,3,20.9917,3,21.4405
lcl|c244515_g1_i1|m.32344,1340,1,lcl c244515_g1_i1 g.32344  ORF lcl c244515_g1_i1 g.32344 lcl c244515_g1_i1 m.32344 type:complete len:1340 (+) lcl c244515_g1_i1:204-4223(+),17,1090-a,1,1,1,0.999,1,0.999,4,3,28,25,852-a,0.9602,1,1,1,2.6427,1,2.9032,1,2.9867,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,735-a,0.998,2,1,2,4.2122,1,2.3124,1,2.3696,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,710-a,0.9916,1,1,1,2.8645,1,3.3911,1,3.3102,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,822-a,0.9924,1,1,1,2.5856,1,2.9987,1,2.9397,null,0,0,0,0,0,0,0,0,0,797-a,0.9789,1,1,1,2.5421,1,2.7676,1,2.8267
lcl|c65293_g1_i1|m.32646,394,1,lcl c65293_g1_i1 g.32646  ORF lcl c65293_g1_i1 g.32646 lcl c65293_g1_i1 m.32646 type:complete len:394 (+) lcl c65293_g1_i1:58-1239(+),15,1091-a,1,1,1,0.9989,1,0.9989,4,4,24,24,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c81884_g1_i1|m.32679,180,1,lcl c81884_g1_i1 g.32679  ORF lcl c81884_g1_i1 g.32679 lcl c81884_g1_i1 m.32679 type:complete len:180 (+) lcl c81884_g1_i1:48-587(+),33,1092-a,1,1,1,0.999,1,0.999,6,5,66,43,392-a,1,3,2,3,59.0208,2,43.2253,2,44.468,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1059-a,0.8247,2,1,2,31.3575,1,17.2142,1,17.6402,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,585-a,0.9971,2,1,2,44.0642,1,24.2821,1,24.8174,916-a,0.7901,2,1,2,39.3317,1,21.7727,1,22.0135,466-b,0,1,0,1,20.03,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,998-a,0.4501,1,1,1,21.5245,1,25.5962,1,24.9189,453-a,1,3,2,3,57.7454,2,44.6477,2,43.7696,421-b,0,1,0,1,23.0026,0,0,0,0,null,0,0,0,0,0,0,0,0,0
ALBU_BOVIN,607,1,sp ALBU_BOVIN ,14,1093-a,1,1,1,0.999,1,0.999,57,57,555,555,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,455-a,1,53,53,377,2389.7947,377,2619.3372,377,2762.3766,395-a,1,5,5,75,490.0058,75,540.0456,75,551.9528,385-a,1,2,2,18,104.9708,18,116.2167,18,117.5023,692-a,0.9908,1,1,7,41.5779,7,45.6283,7,46.3303,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,466-a,1,11,11,16,108.591,16,127.6746,16,124.404,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
CAS1_BOVIN,214,1,sp CAS1_BOVIN ,1,1094-a,1,1,1,0.999,1,0.999,4,4,7,7,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
TRYP_PIG,231,1,sp TRYP_PIG ,58,1095-a,1,1,1,0.999,1,0.999,13,13,400,400,397-a,1,3,3,8,122.6406,8,134.7281,8,138.6016,375-a,1,3,3,6,87.0217,6,104.5515,6,101.2627,377-a,1,4,4,8,112.2697,8,122.9121,8,125.6394,484-a,1,4,4,12,146.6065,12,160.964,12,164.9477,350-a,1,4,4,7,105.8992,7,117.28,7,122.4208,372-a,1,3,3,8,118.0409,8,130.3059,8,133.5304,369-a,1,2,2,4,55.4913,4,60.559,4,61.5283,355-a,1,3,3,7,116.3146,7,137.6986,7,134.4159,325-a,1,3,3,6,99.9418,6,109.5413,6,115.5233,396-a,1,6,6,10,171.6788,10,189.2108,10,193.3826,388-a,1,5,5,8,122.5922,8,135.7259,8,137.2273,542-a,0.9999,2,2,5,78.0389,5,85.6413,5,86.9588,375-a,1,4,4,9,148.4212,9,164.1482,9,168.2566,336-a,1,7,7,12,194.279,12,212.8292,12,216.3023,332-a,1,4,4,7,124.8385,7,146.7774,7,143.0175,305-a,1,3,3,7,129.7008,7,155.8487,7,150.9704,401-a,1,4,4,9,150.9509,9,179.5056,9,174.7559,458-a,1,2,2,5,74.994,5,86.9761,5,85.2654,338-a,1,5,5,9,161.3173,9,177.4696,9,184.2023,381-a,1,3,3,7,103.2227,7,112.3798,7,114.7824
