GO Accession	GO Name	GO Aspect	P-value (1)	P-value (2)	Protein List (1)	Protein List (2)
GO:0065008	regulation of biological quality	biological_process	1E0		lcl|c227562_g6_i1|m.12582,lcl|c227322_g4_i4|m.12336,lcl|c227332_g2_i2|m.12341,lcl|c219883_g1_i2|m.6624,lcl|c216621_g3_i1|m.4676,lcl|c236035_g1_i2|m.21599	
GO:0065009	regulation of molecular function	biological_process	1E0		lcl|c233818_g2_i6|m.19032,lcl|c242001_g1_i2|m.29236	
GO:0009653	anatomical structure morphogenesis	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0007017	microtubule-based process	biological_process	1E0		lcl|c224201_g3_i8|m.9658	
GO:0032502	developmental process	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0032507	maintenance of protein location in cell	biological_process	1E0		lcl|c216621_g3_i1|m.4676	
GO:0098869	cellular oxidant detoxification	biological_process	1E0		lcl|c227562_g6_i1|m.12582,lcl|c238919_g4_i6|m.25079	
GO:0046184	aldehyde biosynthetic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737	
GO:0042816	vitamin B6 metabolic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737	
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0042819	vitamin B6 biosynthetic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737	
GO:0000096	sulfur amino acid metabolic process	biological_process	1E0		lcl|c221189_g3_i1|m.7459	
GO:0000097	sulfur amino acid biosynthetic process	biological_process	1E0		lcl|c221189_g3_i1|m.7459	
GO:0051716	cellular response to stimulus	biological_process	1E0		lcl|c227322_g4_i4|m.12336,lcl|c236174_g2_i1|m.21787	
GO:0043933	macromolecular complex subunit organization	biological_process	1E0		lcl|c231859_g5_i5|m.16713,lcl|c220300_g3_i1|m.6859,lcl|c218820_g4_i2|m.5974	
GO:0042822	pyridoxal phosphate metabolic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737	
GO:0042823	pyridoxal phosphate biosynthetic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737	
GO:0034613	cellular protein localization	biological_process	1E0		lcl|c218374_g4_i1|m.5754,lcl|c216621_g3_i1|m.4676	
GO:0000103	sulfate assimilation	biological_process	1E0		lcl|c227537_g2_i4|m.12549	
GO:0032535	regulation of cellular component size	biological_process	1E0		lcl|c216621_g3_i1|m.4676	
GO:0008104	protein localization	biological_process	1E0		lcl|c240251_g4_i2|m.26962,lcl|c218374_g4_i1|m.5754,lcl|c216621_g3_i1|m.4676	
GO:0034622	cellular macromolecular complex assembly	biological_process	1E0		lcl|c218820_g4_i2|m.5974	
GO:0009889	regulation of biosynthetic process	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0022607	cellular component assembly	biological_process	1E0		lcl|c218820_g4_i2|m.5974	
GO:0009891	positive regulation of biosynthetic process	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0009892	negative regulation of metabolic process	biological_process	1E0		lcl|c233818_g2_i6|m.19032,lcl|c242001_g1_i2|m.29236	
GO:0009893	positive regulation of metabolic process	biological_process	1E0		lcl|c227322_g4_i4|m.12336,lcl|c223077_g2_i1|m.8858	
GO:0009888	tissue development	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0034641	cellular nitrogen compound metabolic process	biological_process	1E0		lcl|c218703_g1_i4|m.5907,lcl|c237215_g1_i1|m.23031,lcl|c218820_g4_i2|m.5974,lcl|c223077_g2_i1|m.8858,lcl|c230880_g3_i5|m.15737,lcl|c214032_g1_i4|m.3331,lcl|c243614_g4_i2|m.31123,lcl|c224026_g2_i4|m.9562,lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c239610_g1_i3|m.26053	
GO:0034645	cellular macromolecule biosynthetic process	biological_process	1E0		lcl|c218703_g1_i4|m.5907,lcl|c214032_g1_i4|m.3331,lcl|c218820_g4_i2|m.5974,lcl|c223077_g2_i1|m.8858	
GO:0034654	nucleobase-containing compound biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0080090	regulation of primary metabolic process	biological_process	1E0		lcl|c227322_g4_i4|m.12336,lcl|c242001_g1_i2|m.29236,lcl|c223077_g2_i1|m.8858	
GO:0045184	establishment of protein localization	biological_process	1E0		lcl|c240251_g4_i2|m.26962,lcl|c218374_g4_i1|m.5754	
GO:0045185	maintenance of protein location	biological_process	1E0		lcl|c216621_g3_i1|m.4676	
GO:0048518	positive regulation of biological process	biological_process	1E0		lcl|c227322_g4_i4|m.12336,lcl|c223077_g2_i1|m.8858	
GO:0048519	negative regulation of biological process	biological_process	1E0		lcl|c233818_g2_i6|m.19032,lcl|c216621_g3_i1|m.4676,lcl|c242001_g1_i2|m.29236	
GO:0048522	positive regulation of cellular process	biological_process	1E0		lcl|c227322_g4_i4|m.12336,lcl|c223077_g2_i1|m.8858	
GO:0048523	negative regulation of cellular process	biological_process	1E0		lcl|c216621_g3_i1|m.4676,lcl|c242001_g1_i2|m.29236	
GO:0050657	nucleic acid transport	biological_process	1E0		lcl|c243614_g4_i2|m.31123	
GO:0050658	RNA transport	biological_process	1E0		lcl|c243614_g4_i2|m.31123	
GO:0001732	formation of cytoplasmic translation initiation complex	biological_process	1E0		lcl|c218820_g4_i2|m.5974	
GO:0009966	regulation of signal transduction	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0009967	positive regulation of signal transduction	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0001736	establishment of planar polarity	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0001738	morphogenesis of a polarized epithelium	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0009987	cellular process	biological_process	1E0		lcl|c236087_g2_i1|m.21666,lcl|c224042_g7_i2|m.9570,lcl|c238919_g4_i6|m.25079,lcl|c237215_g1_i1|m.23031,lcl|c212126_g1_i2|m.2626,lcl|c221356_g3_i2|m.7588,lcl|c226769_g3_i1|m.11767,lcl|c231085_g3_i1|m.15955,lcl|c232133_g1_i5|m.17039,lcl|c234789_g3_i1|m.20259,lcl|c223077_g2_i1|m.8858,lcl|c224201_g3_i8|m.9658,lcl|c227537_g2_i4|m.12549,lcl|c227562_g6_i1|m.12582,lcl|c227188_g1_i1|m.12222,lcl|c214032_g1_i4|m.3331,lcl|c234955_g3_i3|m.20445,lcl|c224026_g2_i4|m.9562,lcl|c220300_g3_i1|m.6859,lcl|c233767_g1_i3|m.18989,lcl|c231859_g5_i5|m.16713,lcl|c218703_g1_i4|m.5907,lcl|c227332_g2_i2|m.12341,lcl|c238826_g2_i1|m.24957,lcl|c239860_g1_i2|m.26443,lcl|c242193_g2_i1|m.29501,lcl|c218820_g4_i2|m.5974,lcl|c216621_g3_i1|m.4676,lcl|c230880_g3_i5|m.15737,lcl|c227322_g4_i4|m.12336,lcl|c217573_g1_i1|m.5252,lcl|c243614_g4_i2|m.31123,lcl|c212026_g3_i1|m.2608,lcl|c238662_g3_i6|m.24778,lcl|c219883_g1_i2|m.6624,lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c236174_g2_i1|m.21787,lcl|c227206_g2_i7|m.12247,lcl|c239610_g1_i3|m.26053,lcl|c236035_g1_i2|m.21599,lcl|c231068_g6_i2|m.15939	
GO:0019941	modification-dependent protein catabolic process	biological_process	1E0		lcl|c212126_g1_i2|m.2626	
GO:0006378	mRNA polyadenylation	biological_process	1E0		lcl|c224026_g2_i4|m.9562	
GO:0006379	mRNA cleavage	biological_process	1E0		lcl|c224026_g2_i4|m.9562	
GO:0048583	regulation of response to stimulus	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0048584	positive regulation of response to stimulus	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0006396	RNA processing	biological_process	1E0		lcl|c243614_g4_i2|m.31123,lcl|c224026_g2_i4|m.9562	
GO:0006397	mRNA processing	biological_process	1E0		lcl|c243614_g4_i2|m.31123,lcl|c224026_g2_i4|m.9562	
GO:0080171	lytic vacuole organization	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0006403	RNA localization	biological_process	1E0		lcl|c243614_g4_i2|m.31123	
GO:0006412	translation	biological_process	1E0		lcl|c218703_g1_i4|m.5907,lcl|c214032_g1_i4|m.3331,lcl|c218820_g4_i2|m.5974,lcl|c223077_g2_i1|m.8858	
GO:0006413	translational initiation	biological_process	1E0		lcl|c218820_g4_i2|m.5974	
GO:0006414	translational elongation	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0006417	regulation of translation	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0044085	cellular component biogenesis	biological_process	1E0		lcl|c218820_g4_i2|m.5974	
GO:0044087	regulation of cellular component biogenesis	biological_process	1E0		lcl|c216621_g3_i1|m.4676	
GO:0010033	response to organic substance	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0015931	nucleobase-containing compound transport	biological_process	1E0		lcl|c243614_g4_i2|m.31123	
GO:0071229	cellular response to acid chemical	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0044092	negative regulation of molecular function	biological_process	1E0		lcl|c233818_g2_i6|m.19032,lcl|c242001_g1_i2|m.29236	
GO:1901135	carbohydrate derivative metabolic process	biological_process	1E0		lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c239610_g1_i3|m.26053	
GO:1901137	carbohydrate derivative biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0006448	regulation of translational elongation	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0006449	regulation of translational termination	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0006452	translational frameshifting	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0006464	cellular protein modification process	biological_process	1E0		lcl|c217573_g1_i1|m.5252,lcl|c242193_g2_i1|m.29501,lcl|c221356_g3_i2|m.7588,lcl|c233767_g1_i3|m.18989,lcl|c236174_g2_i1|m.21787,lcl|c232133_g1_i5|m.17039	
GO:0046390	ribose phosphate biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0046394	carboxylic acid biosynthetic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031,lcl|c221189_g3_i1|m.7459	
GO:0006468	protein phosphorylation	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0071265	L-methionine biosynthetic process	biological_process	1E0		lcl|c221189_g3_i1|m.7459	
GO:0071267	L-methionine salvage	biological_process	1E0		lcl|c221189_g3_i1|m.7459	
GO:0045333	cellular respiration	biological_process	1E0		lcl|c226769_g3_i1|m.11767,lcl|c234789_g3_i1|m.20259,lcl|c227206_g2_i7|m.12247	
GO:0015980	energy derivation by oxidation of organic compounds	biological_process	1E0		lcl|c226769_g3_i1|m.11767,lcl|c234789_g3_i1|m.20259,lcl|c227206_g2_i7|m.12247	
GO:0015992	proton transport	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0043043	peptide biosynthetic process	biological_process	1E0		lcl|c218703_g1_i4|m.5907,lcl|c214032_g1_i4|m.3331,lcl|c218820_g4_i2|m.5974,lcl|c223077_g2_i1|m.8858	
GO:0050789	regulation of biological process	biological_process	1E0		lcl|c227562_g6_i1|m.12582,lcl|c227322_g4_i4|m.12336,lcl|c227332_g2_i2|m.12341,lcl|c219883_g1_i2|m.6624,lcl|c233818_g2_i6|m.19032,lcl|c216621_g3_i1|m.4676,lcl|c242001_g1_i2|m.29236,lcl|c236174_g2_i1|m.21787,lcl|c236035_g1_i2|m.21599,lcl|c223077_g2_i1|m.8858	
GO:0015985	energy coupled proton transport, down electrochemical gradient	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0050790	regulation of catalytic activity	biological_process	1E0		lcl|c233818_g2_i6|m.19032,lcl|c242001_g1_i2|m.29236	
GO:0015986	ATP synthesis coupled proton transport	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0050793	regulation of developmental process	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0050794	regulation of cellular process	biological_process	1E0		lcl|c227562_g6_i1|m.12582,lcl|c227322_g4_i4|m.12336,lcl|c227332_g2_i2|m.12341,lcl|c219883_g1_i2|m.6624,lcl|c216621_g3_i1|m.4676,lcl|c242001_g1_i2|m.29236,lcl|c236174_g2_i1|m.21787,lcl|c236035_g1_i2|m.21599,lcl|c223077_g2_i1|m.8858	
GO:0072350	tricarboxylic acid metabolic process	biological_process	1E0		lcl|c226769_g3_i1|m.11767,lcl|c234789_g3_i1|m.20259,lcl|c227206_g2_i7|m.12247	
GO:0055085	transmembrane transport	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c231085_g3_i1|m.15955	
GO:0055086	nucleobase-containing small molecule metabolic process	biological_process	1E0		lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0006508	proteolysis	biological_process	1E0		lcl|c240264_g4_i5|m.26985,lcl|c224042_g7_i2|m.9570,lcl|c216953_g1_i3|m.4865,lcl|c212126_g1_i2|m.2626,lcl|c216377_g1_i3|m.4559,lcl|c239210_g2_i1|m.25440,lcl|c242793_g1_i1|m.30227	
GO:0055088	lipid homeostasis	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0016485	protein processing	biological_process	1E0		lcl|c242793_g1_i1|m.30227	
GO:0071310	cellular response to organic substance	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0051603	proteolysis involved in cellular protein catabolic process	biological_process	1E0		lcl|c224042_g7_i2|m.9570,lcl|c212126_g1_i2|m.2626	
GO:0006511	ubiquitin-dependent protein catabolic process	biological_process	1E0		lcl|c212126_g1_i2|m.2626	
GO:0055092	sterol homeostasis	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0009056	catabolic process	biological_process	1E0		lcl|c224042_g7_i2|m.9570,lcl|c212126_g1_i2|m.2626	
GO:0009057	macromolecule catabolic process	biological_process	1E0		lcl|c224042_g7_i2|m.9570,lcl|c212126_g1_i2|m.2626	
GO:0009058	biosynthetic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c227188_g1_i1|m.12222,lcl|c218703_g1_i4|m.5907,lcl|c214032_g1_i4|m.3331,lcl|c239860_g1_i2|m.26443,lcl|c237215_g1_i1|m.23031,lcl|c221189_g3_i1|m.7459,lcl|c218820_g4_i2|m.5974,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c223077_g2_i1|m.8858	
GO:0009059	macromolecule biosynthetic process	biological_process	1E0		lcl|c218703_g1_i4|m.5907,lcl|c214032_g1_i4|m.3331,lcl|c218820_g4_i2|m.5974,lcl|c223077_g2_i1|m.8858	
GO:0006518	peptide metabolic process	biological_process	1E0		lcl|c218703_g1_i4|m.5907,lcl|c214032_g1_i4|m.3331,lcl|c218820_g4_i2|m.5974,lcl|c223077_g2_i1|m.8858	
GO:0006520	cellular amino acid metabolic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031,lcl|c221189_g3_i1|m.7459	
GO:0009060	aerobic respiration	biological_process	1E0		lcl|c226769_g3_i1|m.11767,lcl|c234789_g3_i1|m.20259,lcl|c227206_g2_i7|m.12247	
GO:0043086	negative regulation of catalytic activity	biological_process	1E0		lcl|c233818_g2_i6|m.19032,lcl|c242001_g1_i2|m.29236	
GO:0009064	glutamine family amino acid metabolic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:0032780	negative regulation of ATPase activity	biological_process	1E0		lcl|c233818_g2_i6|m.19032	
GO:0009066	aspartate family amino acid metabolic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031,lcl|c221189_g3_i1|m.7459	
GO:0043094	cellular metabolic compound salvage	biological_process	1E0		lcl|c221189_g3_i1|m.7459	
GO:0048729	tissue morphogenesis	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0009067	aspartate family amino acid biosynthetic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031,lcl|c221189_g3_i1|m.7459	
GO:0016043	cellular component organization	biological_process	1E0		lcl|c231859_g5_i5|m.16713,lcl|c224201_g3_i8|m.9658,lcl|c227322_g4_i4|m.12336,lcl|c220300_g3_i1|m.6859,lcl|c218820_g4_i2|m.5974,lcl|c216621_g3_i1|m.4676	
GO:0006528	asparagine metabolic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:0032787	monocarboxylic acid metabolic process	biological_process	1E0		lcl|c227188_g1_i1|m.12222	
GO:0009069	serine family amino acid metabolic process	biological_process	1E0		lcl|c221189_g3_i1|m.7459	
GO:0006529	asparagine biosynthetic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:0043102	amino acid salvage	biological_process	1E0		lcl|c221189_g3_i1|m.7459	
GO:0016053	organic acid biosynthetic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031,lcl|c221189_g3_i1|m.7459	
GO:0006541	glutamine metabolic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:0009086	methionine biosynthetic process	biological_process	1E0		lcl|c221189_g3_i1|m.7459	
GO:0001919	regulation of receptor recycling	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0016070	RNA metabolic process	biological_process	1E0		lcl|c243614_g4_i2|m.31123,lcl|c224026_g2_i4|m.9562	
GO:0016071	mRNA metabolic process	biological_process	1E0		lcl|c243614_g4_i2|m.31123,lcl|c224026_g2_i4|m.9562	
GO:0046483	heterocycle metabolic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c243614_g4_i2|m.31123,lcl|c224026_g2_i4|m.9562,lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c239610_g1_i3|m.26053	
GO:0006555	methionine metabolic process	biological_process	1E0		lcl|c221189_g3_i1|m.7459	
GO:0050896	response to stimulus	biological_process	1E0		lcl|c227562_g6_i1|m.12582,lcl|c227322_g4_i4|m.12336,lcl|c238919_g4_i6|m.25079,lcl|c221114_g2_i1|m.7405,lcl|c236174_g2_i1|m.21787	
GO:0001932	regulation of protein phosphorylation	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0001934	positive regulation of protein phosphorylation	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0019220	regulation of phosphate metabolic process	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0046496	nicotinamide nucleotide metabolic process	biological_process	1E0		lcl|c223247_g3_i6|m.8971	
GO:0019222	regulation of metabolic process	biological_process	1E0		lcl|c227322_g4_i4|m.12336,lcl|c233818_g2_i6|m.19032,lcl|c242001_g1_i2|m.29236,lcl|c223077_g2_i1|m.8858	
GO:0009108	coenzyme biosynthetic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c227188_g1_i1|m.12222	
GO:0046498	S-adenosylhomocysteine metabolic process	biological_process	1E0		lcl|c221189_g3_i1|m.7459	
GO:0044237	cellular metabolic process	biological_process	1E0		lcl|c236087_g2_i1|m.21666,lcl|c224042_g7_i2|m.9570,lcl|c237215_g1_i1|m.23031,lcl|c212126_g1_i2|m.2626,lcl|c221356_g3_i2|m.7588,lcl|c226769_g3_i1|m.11767,lcl|c232133_g1_i5|m.17039,lcl|c234789_g3_i1|m.20259,lcl|c223077_g2_i1|m.8858,lcl|c227537_g2_i4|m.12549,lcl|c227188_g1_i1|m.12222,lcl|c214032_g1_i4|m.3331,lcl|c224026_g2_i4|m.9562,lcl|c233767_g1_i3|m.18989,lcl|c218703_g1_i4|m.5907,lcl|c238826_g2_i1|m.24957,lcl|c239860_g1_i2|m.26443,lcl|c242193_g2_i1|m.29501,lcl|c218820_g4_i2|m.5974,lcl|c230880_g3_i5|m.15737,lcl|c217573_g1_i1|m.5252,lcl|c243614_g4_i2|m.31123,lcl|c212026_g3_i1|m.2608,lcl|c238662_g3_i6|m.24778,lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c236174_g2_i1|m.21787,lcl|c227206_g2_i7|m.12247,lcl|c239610_g1_i3|m.26053,lcl|c236035_g1_i2|m.21599	
GO:0009110	vitamin biosynthetic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737	
GO:0046500	S-adenosylmethionine metabolic process	biological_process	1E0		lcl|c221189_g3_i1|m.7459	
