GO Accession	GO Name	GO Aspect	P-value (1)	P-value (2)	Protein List (1)	Protein List (2)
GO:0036065	fucosylation	biological_process	1E0		lcl|c228940_g3_i1|m.13807	
GO:0031347	regulation of defense response	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0031349	positive regulation of defense response	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0006139	nucleobase-containing compound metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543,lcl|c218223_g3_i1|m.5642,lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c217341_g1_i2|m.5116,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0008150	biological_process	biological_process	1E0		lcl|c235446_g2_i1|m.20934,lcl|c222155_g2_i2|m.8140,lcl|c226739_g4_i2|m.11743,lcl|c217341_g1_i2|m.5116,lcl|c228611_g7_i1|m.13463,lcl|c205713_g1_i1|m.1484,lcl|c234322_g7_i1|m.19718,lcl|c232541_g3_i1|m.17498,lcl|c240692_g2_i1|m.27612,lcl|c234380_g5_i3|m.19780,lcl|c243085_g1_i3|m.30591,lcl|c218223_g3_i1|m.5642,lcl|c227887_g3_i2|m.12871,lcl|c228830_g2_i1|m.13692,lcl|c242974_g2_i1|m.30459,lcl|c228940_g3_i1|m.13807,lcl|c237814_g2_i3|m.23786,lcl|c235079_g5_i3|m.20543,lcl|c244151_g1_i2|m.31813,lcl|c215316_g1_i1|m.3942,lcl|c242924_g1_i1|m.30399,lcl|c221694_g2_i1|m.7797,lcl|c239719_g1_i1|m.26241,lcl|c235901_g3_i2|m.21452,lcl|c218872_g2_i3|m.6012,lcl|c244489_g1_i1|m.32283,lcl|c243429_g2_i2|m.30976,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c233431_g1_i6|m.18546,lcl|c202472_g1_i1|m.1259,lcl|c231963_g1_i7|m.16837,lcl|c234041_g5_i1|m.19364,lcl|c221883_g2_i12|m.7953,lcl|c235548_g1_i1|m.21054,lcl|c222399_g1_i2|m.8304,lcl|c221608_g1_i1|m.7755,lcl|c229904_g1_i2|m.14752,lcl|c222937_g2_i3|m.8724,lcl|c237211_g6_i4|m.23025,lcl|c230944_g4_i1|m.15814,lcl|c214832_g3_i2|m.3697,lcl|c222419_g1_i6|m.8316,lcl|c227069_g2_i12|m.12102,lcl|c235769_g7_i2|m.21324,lcl|c229615_g3_i4|m.14451,lcl|c215492_g2_i9|m.4058,lcl|c226454_g2_i2|m.11493,lcl|c242709_g1_i2|m.30167	
GO:0006144	purine nucleobase metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543	
GO:0006163	purine nucleotide metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543,lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142	
GO:0006694	steroid biosynthetic process	biological_process	1E0		lcl|c234041_g5_i1|m.19364	
GO:0042278	purine nucleoside metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142	
GO:0007264	small GTPase mediated signal transduction	biological_process	1E0		lcl|c222399_g1_i2|m.8304	
GO:0019362	pyridine nucleotide metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942	
GO:0015672	monovalent inorganic cation transport	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0007275	multicellular organismal development	biological_process	1E0		lcl|c244489_g1_i1|m.32283	
GO:0006164	purine nucleotide biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0032446	protein modification by small protein conjugation	biological_process	1E0		lcl|c217341_g1_i2|m.5116	
GO:0006165	nucleoside diphosphate phosphorylation	biological_process	1E0		lcl|c215316_g1_i1|m.3942	
GO:0046128	purine ribonucleoside metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142	
GO:0046129	purine ribonucleoside biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0009259	ribonucleotide metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142	
GO:0009260	ribonucleotide biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0006725	cellular aromatic compound metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543,lcl|c218223_g3_i1|m.5642,lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c217341_g1_i2|m.5116,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0051641	cellular localization	biological_process	1E0		lcl|c218872_g2_i3|m.6012	
GO:0008152	metabolic process	biological_process	1E0		lcl|c244489_g1_i1|m.32283,lcl|c235446_g2_i1|m.20934,lcl|c222155_g2_i2|m.8140,lcl|c226739_g4_i2|m.11743,lcl|c243429_g2_i2|m.30976,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c217341_g1_i2|m.5116,lcl|c228611_g7_i1|m.13463,lcl|c205713_g1_i1|m.1484,lcl|c202472_g1_i1|m.1259,lcl|c231963_g1_i7|m.16837,lcl|c232541_g3_i1|m.17498,lcl|c234041_g5_i1|m.19364,lcl|c221883_g2_i12|m.7953,lcl|c240692_g2_i1|m.27612,lcl|c235548_g1_i1|m.21054,lcl|c218223_g3_i1|m.5642,lcl|c229904_g1_i2|m.14752,lcl|c227887_g3_i2|m.12871,lcl|c228830_g2_i1|m.13692,lcl|c242974_g2_i1|m.30459,lcl|c230944_g4_i1|m.15814,lcl|c228940_g3_i1|m.13807,lcl|c214832_g3_i2|m.3697,lcl|c222419_g1_i6|m.8316,lcl|c237814_g2_i3|m.23786,lcl|c235079_g5_i3|m.20543,lcl|c244151_g1_i2|m.31813,lcl|c215316_g1_i1|m.3942,lcl|c242924_g1_i1|m.30399,lcl|c221694_g2_i1|m.7797,lcl|c235769_g7_i2|m.21324,lcl|c229615_g3_i4|m.14451,lcl|c239719_g1_i1|m.26241,lcl|c226454_g2_i2|m.11493	
GO:0006732	coenzyme metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942	
GO:0051649	establishment of localization in cell	biological_process	1E0		lcl|c218872_g2_i3|m.6012	
GO:0006733	oxidoreduction coenzyme metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942	
GO:1903506	regulation of nucleic acid-templated transcription	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:1903507	negative regulation of nucleic acid-templated transcription	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0007165	signal transduction	biological_process	1E0		lcl|c237814_g2_i3|m.23786,lcl|c222399_g1_i2|m.8304,lcl|c222155_g2_i2|m.8140,lcl|c244151_g1_i2|m.31813,lcl|c229904_g1_i2|m.14752,lcl|c243429_g2_i2|m.30976,lcl|c222937_g2_i3|m.8724,lcl|c237211_g6_i4|m.23025,lcl|c228940_g3_i1|m.13807	
GO:0090662	ATP hydrolysis coupled transmembrane transport	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0008202	steroid metabolic process	biological_process	1E0		lcl|c234041_g5_i1|m.19364	
GO:0007010	cytoskeleton organization	biological_process	1E0		lcl|c215492_g2_i9|m.4058	
GO:0032479	regulation of type I interferon production	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0006753	nucleoside phosphate metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543,lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765	
GO:0006754	ATP biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0032481	positive regulation of type I interferon production	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0006757	ATP generation from ADP	biological_process	1E0		lcl|c215316_g1_i1|m.3942	
GO:0065003	macromolecular complex assembly	biological_process	1E0		lcl|c234380_g5_i3|m.19780,lcl|c229310_g3_i5|m.14142,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0010876	lipid localization	biological_process	1E0		lcl|c227069_g2_i12|m.12102	
GO:0006220	pyrimidine nucleotide metabolic process	biological_process	1E0		lcl|c224371_g5_i1|m.9765	
GO:0065007	biological regulation	biological_process	1E0		lcl|c222399_g1_i2|m.8304,lcl|c235901_g3_i2|m.21452,lcl|c222155_g2_i2|m.8140,lcl|c229904_g1_i2|m.14752,lcl|c243429_g2_i2|m.30976,lcl|c222937_g2_i3|m.8724,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c237211_g6_i4|m.23025,lcl|c228940_g3_i1|m.13807,lcl|c237814_g2_i3|m.23786,lcl|c244151_g1_i2|m.31813,lcl|c242709_g1_i2|m.30167	
GO:0016310	phosphorylation	biological_process	1E0		lcl|c244151_g1_i2|m.31813,lcl|c215316_g1_i1|m.3942,lcl|c226454_g2_i2|m.11493	
GO:0065008	regulation of biological quality	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0065009	regulation of molecular function	biological_process	1E0		lcl|c237211_g6_i4|m.23025	
GO:0051276	chromosome organization	biological_process	1E0		lcl|c235901_g3_i2|m.21452,lcl|c234380_g5_i3|m.19780,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0033036	macromolecule localization	biological_process	1E0		lcl|c218872_g2_i3|m.6012,lcl|c227069_g2_i12|m.12102	
GO:0045088	regulation of innate immune response	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0045089	positive regulation of innate immune response	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0032501	multicellular organismal process	biological_process	1E0		lcl|c244489_g1_i1|m.32283	
GO:0032502	developmental process	biological_process	1E0		lcl|c244489_g1_i1|m.32283	
GO:0006221	pyrimidine nucleotide biosynthetic process	biological_process	1E0		lcl|c224371_g5_i1|m.9765	
GO:0019438	aromatic compound biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0070534	protein K63-linked ubiquitination	biological_process	1E0		lcl|c217341_g1_i2|m.5116	
GO:0006793	phosphorus metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543,lcl|c244151_g1_i2|m.31813,lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c226454_g2_i2|m.11493	
GO:0006796	phosphate-containing compound metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543,lcl|c244151_g1_i2|m.31813,lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c226454_g2_i2|m.11493	
GO:0035556	intracellular signal transduction	biological_process	1E0		lcl|c222399_g1_i2|m.8304	
GO:0002682	regulation of immune system process	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0002684	positive regulation of immune system process	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0051716	cellular response to stimulus	biological_process	1E0		lcl|c237814_g2_i3|m.23786,lcl|c222399_g1_i2|m.8304,lcl|c222155_g2_i2|m.8140,lcl|c244151_g1_i2|m.31813,lcl|c229904_g1_i2|m.14752,lcl|c243429_g2_i2|m.30976,lcl|c222937_g2_i3|m.8724,lcl|c217341_g1_i2|m.5116,lcl|c237211_g6_i4|m.23025,lcl|c228940_g3_i1|m.13807	
GO:0043933	macromolecular complex subunit organization	biological_process	1E0		lcl|c235901_g3_i2|m.21452,lcl|c234380_g5_i3|m.19780,lcl|c229310_g3_i5|m.14142,lcl|c215492_g2_i9|m.4058,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0034613	cellular protein localization	biological_process	1E0		lcl|c218872_g2_i3|m.6012	
GO:0006807	nitrogen compound metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543,lcl|c218223_g3_i1|m.5642,lcl|c215316_g1_i1|m.3942,lcl|c242924_g1_i1|m.30399,lcl|c232541_g3_i1|m.17498,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c217341_g1_i2|m.5116,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0006810	transport	biological_process	1E0		lcl|c234322_g7_i1|m.19718,lcl|c218872_g2_i3|m.6012,lcl|c227069_g2_i12|m.12102,lcl|c229310_g3_i5|m.14142	
GO:0006811	ion transport	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0043412	macromolecule modification	biological_process	1E0		lcl|c229615_g3_i4|m.14451,lcl|c217341_g1_i2|m.5116,lcl|c228940_g3_i1|m.13807,lcl|c226454_g2_i2|m.11493	
GO:0006812	cation transport	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0034622	cellular macromolecular complex assembly	biological_process	1E0		lcl|c234380_g5_i3|m.19780,lcl|c229310_g3_i5|m.14142,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0043413	macromolecule glycosylation	biological_process	1E0		lcl|c229615_g3_i4|m.14451,lcl|c228940_g3_i1|m.13807	
GO:0008104	protein localization	biological_process	1E0		lcl|c218872_g2_i3|m.6012	
GO:0060255	regulation of macromolecule metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0022607	cellular component assembly	biological_process	1E0		lcl|c234380_g5_i3|m.19780,lcl|c229310_g3_i5|m.14142,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0009889	regulation of biosynthetic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0009890	negative regulation of biosynthetic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0009892	negative regulation of metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0006818	hydrogen transport	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0006259	DNA metabolic process	biological_process	1E0		lcl|c217341_g1_i2|m.5116	
GO:0051171	regulation of nitrogen compound metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0051172	negative regulation of nitrogen compound metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0051179	localization	biological_process	1E0		lcl|c234322_g7_i1|m.19718,lcl|c218872_g2_i3|m.6012,lcl|c227069_g2_i12|m.12102,lcl|c229310_g3_i5|m.14142	
GO:0036211	protein modification process	biological_process	1E0		lcl|c229615_g3_i4|m.14451,lcl|c217341_g1_i2|m.5116,lcl|c228940_g3_i1|m.13807,lcl|c226454_g2_i2|m.11493	
GO:0034641	cellular nitrogen compound metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543,lcl|c218223_g3_i1|m.5642,lcl|c215316_g1_i1|m.3942,lcl|c232541_g3_i1|m.17498,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c217341_g1_i2|m.5116,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0071103	DNA conformation change	biological_process	1E0		lcl|c234380_g5_i3|m.19780,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0051186	cofactor metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942	
GO:0043436	oxoacid metabolic process	biological_process	1E0		lcl|c226739_g4_i2|m.11743,lcl|c215316_g1_i1|m.3942,lcl|c242924_g1_i1|m.30399,lcl|c214832_g3_i2|m.3697	
GO:0034645	cellular macromolecule biosynthetic process	biological_process	1E0		lcl|c232541_g3_i1|m.17498,lcl|c229615_g3_i4|m.14451,lcl|c240692_g2_i1|m.27612,lcl|c228940_g3_i1|m.13807,lcl|c202472_g1_i1|m.1259	
GO:0006281	DNA repair	biological_process	1E0		lcl|c217341_g1_i2|m.5116	
GO:0070070	proton-transporting V-type ATPase complex assembly	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0070071	proton-transporting two-sector ATPase complex assembly	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0034654	nucleobase-containing compound biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:1902578	single-organism localization	biological_process	1E0		lcl|c234322_g7_i1|m.19718,lcl|c227069_g2_i12|m.12102,lcl|c229310_g3_i5|m.14142	
GO:0022610	biological adhesion	biological_process	1E0		lcl|c243085_g1_i3|m.30591	
GO:0002218	activation of innate immune response	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0070085	glycosylation	biological_process	1E0		lcl|c229615_g3_i4|m.14451,lcl|c228940_g3_i1|m.13807	
GO:0080090	regulation of primary metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0006301	postreplication repair	biological_process	1E0		lcl|c217341_g1_i2|m.5116	
GO:1902589	single-organism organelle organization	biological_process	1E0		lcl|c215492_g2_i9|m.4058	
GO:0045184	establishment of protein localization	biological_process	1E0		lcl|c218872_g2_i3|m.6012	
GO:0048518	positive regulation of biological process	biological_process	1E0		lcl|c224371_g5_i1|m.9765,lcl|c242709_g1_i2|m.30167	
GO:0043087	regulation of GTPase activity	biological_process	1E0		lcl|c237211_g6_i4|m.23025	
GO:0016458	gene silencing	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0048519	negative regulation of biological process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0048522	positive regulation of cellular process	biological_process	1E0		lcl|c224371_g5_i1|m.9765	
GO:0051234	establishment of localization	biological_process	1E0		lcl|c234322_g7_i1|m.19718,lcl|c218872_g2_i3|m.6012,lcl|c227069_g2_i12|m.12102,lcl|c229310_g3_i5|m.14142	
GO:0048523	negative regulation of cellular process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:1902600	hydrogen ion transmembrane transport	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0010467	gene expression	biological_process	1E0		lcl|c232541_g3_i1|m.17498,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0010468	regulation of gene expression	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0006869	lipid transport	biological_process	1E0		lcl|c227069_g2_i12|m.12102	
GO:0006873	cellular ion homeostasis	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0051239	regulation of multicellular organismal process	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0051240	positive regulation of multicellular organismal process	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0019538	protein metabolic process	biological_process	1E0		lcl|c244489_g1_i1|m.32283,lcl|c235446_g2_i1|m.20934,lcl|c229904_g1_i2|m.14752,lcl|c227887_g3_i2|m.12871,lcl|c243429_g2_i2|m.30976,lcl|c221694_g2_i1|m.7797,lcl|c232541_g3_i1|m.17498,lcl|c229615_g3_i4|m.14451,lcl|c217341_g1_i2|m.5116,lcl|c228940_g3_i1|m.13807,lcl|c226454_g2_i2|m.11493	
GO:1901564	organonitrogen compound metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543,lcl|c215316_g1_i1|m.3942,lcl|c242924_g1_i1|m.30399,lcl|c232541_g3_i1|m.17498,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765	
GO:0045747	positive regulation of Notch signaling pathway	biological_process	1E0		lcl|c224371_g5_i1|m.9765	
GO:0051252	regulation of RNA metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0002253	activation of immune response	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:1901566	organonitrogen compound biosynthetic process	biological_process	1E0		lcl|c242924_g1_i1|m.30399,lcl|c232541_g3_i1|m.17498,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765	
GO:0051253	negative regulation of RNA metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0006885	regulation of pH	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0006886	intracellular protein transport	biological_process	1E0		lcl|c218872_g2_i3|m.6012	
GO:0006342	chromatin silencing	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0009966	regulation of signal transduction	biological_process	1E0		lcl|c224371_g5_i1|m.9765	
GO:0009967	positive regulation of signal transduction	biological_process	1E0		lcl|c224371_g5_i1|m.9765	
GO:1901575	organic substance catabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c239719_g1_i1|m.26241	
GO:1901576	organic substance biosynthetic process	biological_process	1E0		lcl|c242924_g1_i1|m.30399,lcl|c232541_g3_i1|m.17498,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c234041_g5_i1|m.19364,lcl|c229615_g3_i4|m.14451,lcl|c221883_g2_i12|m.7953,lcl|c240692_g2_i1|m.27612,lcl|c228940_g3_i1|m.13807,lcl|c202472_g1_i1|m.1259	
GO:0070647	protein modification by small protein conjugation or removal	biological_process	1E0		lcl|c217341_g1_i2|m.5116	
GO:0006351	transcription, DNA-templated	biological_process	1E0		lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0097659	nucleic acid-templated transcription	biological_process	1E0		lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0006355	regulation of transcription, DNA-templated	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0080134	regulation of response to stress	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0000209	protein polyubiquitination	biological_process	1E0		lcl|c217341_g1_i2|m.5116	
GO:0090304	nucleic acid metabolic process	biological_process	1E0		lcl|c218223_g3_i1|m.5642,lcl|c217341_g1_i2|m.5116,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0090305	nucleic acid phosphodiester bond hydrolysis	biological_process	1E0		lcl|c218223_g3_i1|m.5642	
GO:0009987	cellular process	biological_process	1E0		lcl|c235901_g3_i2|m.21452,lcl|c244489_g1_i1|m.32283,lcl|c222155_g2_i2|m.8140,lcl|c226739_g4_i2|m.11743,lcl|c243429_g2_i2|m.30976,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c233431_g1_i6|m.18546,lcl|c217341_g1_i2|m.5116,lcl|c202472_g1_i1|m.1259,lcl|c234322_g7_i1|m.19718,lcl|c232541_g3_i1|m.17498,lcl|c240692_g2_i1|m.27612,lcl|c222399_g1_i2|m.8304,lcl|c234380_g5_i3|m.19780,lcl|c221608_g1_i1|m.7755,lcl|c218223_g3_i1|m.5642,lcl|c229904_g1_i2|m.14752,lcl|c222937_g2_i3|m.8724,lcl|c237211_g6_i4|m.23025,lcl|c228940_g3_i1|m.13807,lcl|c214832_g3_i2|m.3697,lcl|c237814_g2_i3|m.23786,lcl|c235079_g5_i3|m.20543,lcl|c244151_g1_i2|m.31813,lcl|c215316_g1_i1|m.3942,lcl|c242924_g1_i1|m.30399,lcl|c229615_g3_i4|m.14451,lcl|c215492_g2_i9|m.4058,lcl|c226454_g2_i2|m.11493	
GO:0046907	intracellular transport	biological_process	1E0		lcl|c218872_g2_i3|m.6012	
GO:0071702	organic substance transport	biological_process	1E0		lcl|c218872_g2_i3|m.6012,lcl|c227069_g2_i12|m.12102	
