GO Accession	GO Name	GO Aspect	P-value (1)	P-value (2)	Protein List (1)	Protein List (2)
GO:0070071	proton-transporting two-sector ATPase complex assembly	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0034654	nucleobase-containing compound biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143,lcl|c240692_g2_i1|m.27612	
GO:1902578	single-organism localization	biological_process	1E0		lcl|c238399_g3_i5|m.24485,lcl|c234322_g7_i1|m.19718,lcl|c240942_g2_i1|m.27973,lcl|c238399_g3_i3|m.24484,lcl|c227069_g2_i12|m.12102,lcl|c229310_g3_i5|m.14143	
GO:0051764	actin crosslink formation	biological_process	1E0		lcl|c222555_g2_i4|m.8428	
GO:0022610	biological adhesion	biological_process	1E0		lcl|c243085_g1_i3|m.30591,lcl|c241349_g1_i1|m.28471,lcl|c228221_g2_i9|m.13137	
GO:0070085	glycosylation	biological_process	1E0		lcl|c228789_g1_i1|m.13647,lcl|c228940_g3_i1|m.13807	
GO:0080090	regulation of primary metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452,lcl|c231430_g2_i12|m.16236	
GO:1902589	single-organism organelle organization	biological_process	1E0		lcl|c222555_g2_i4|m.8428	
GO:0045184	establishment of protein localization	biological_process	1E0		lcl|c235089_g1_i3|m.20552,lcl|c207931_g1_i1|m.1711	
GO:0043087	regulation of GTPase activity	biological_process	1E0		lcl|c237211_g6_i4|m.23025	
GO:0016458	gene silencing	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0048519	negative regulation of biological process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0051234	establishment of localization	biological_process	1E0		lcl|c238399_g3_i5|m.24485,lcl|c234322_g7_i1|m.19718,lcl|c240942_g2_i1|m.27973,lcl|c238399_g3_i3|m.24484,lcl|c235089_g1_i3|m.20552,lcl|c227069_g2_i12|m.12102,lcl|c207931_g1_i1|m.1711,lcl|c229310_g3_i5|m.14143	
GO:0048523	negative regulation of cellular process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:1902600	hydrogen ion transmembrane transport	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0010467	gene expression	biological_process	1E0		lcl|c231430_g2_i12|m.16236,lcl|c227721_g2_i2|m.12707,lcl|c232541_g3_i1|m.17498,lcl|c240692_g2_i1|m.27612	
GO:0010468	regulation of gene expression	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0006869	lipid transport	biological_process	1E0		lcl|c227069_g2_i12|m.12102	
GO:0006873	cellular ion homeostasis	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0010469	regulation of receptor activity	biological_process	1E0		lcl|c204885_g2_i1|m.1407	
GO:0006323	DNA packaging	biological_process	1E0		lcl|c240692_g2_i1|m.27612	
GO:0019538	protein metabolic process	biological_process	1E0		lcl|c231430_g2_i12|m.16236,lcl|c244489_g1_i1|m.32283,lcl|c235446_g2_i1|m.20934,lcl|c228789_g1_i1|m.13647,lcl|c227721_g2_i2|m.12707,lcl|c243429_g2_i2|m.30976,lcl|c232541_g3_i1|m.17498,lcl|c228940_g3_i1|m.13807,lcl|c232242_g3_i1|m.17174	
GO:0006325	chromatin organization	biological_process	1E0		lcl|c235901_g3_i2|m.21452,lcl|c240692_g2_i1|m.27612	
GO:0051246	regulation of protein metabolic process	biological_process	1E0		lcl|c231430_g2_i12|m.16236	
GO:1901564	organonitrogen compound metabolic process	biological_process	1E0		lcl|c231430_g2_i12|m.16236,lcl|c227721_g2_i2|m.12707,lcl|c232541_g3_i1|m.17498,lcl|c229342_g3_i2|m.14179,lcl|c229310_g3_i5|m.14143,lcl|c223351_g1_i1|m.9046	
GO:0051252	regulation of RNA metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0051253	negative regulation of RNA metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:1901566	organonitrogen compound biosynthetic process	biological_process	1E0		lcl|c227721_g2_i2|m.12707,lcl|c232541_g3_i1|m.17498,lcl|c229310_g3_i5|m.14143	
GO:0006885	regulation of pH	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0006886	intracellular protein transport	biological_process	1E0		lcl|c235089_g1_i3|m.20552,lcl|c207931_g1_i1|m.1711	
GO:0006342	chromatin silencing	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0016486	peptide hormone processing	biological_process	1E0		lcl|c231430_g2_i12|m.16236	
GO:0051259	protein oligomerization	biological_process	1E0		lcl|c208411_g1_i1|m.1783	
GO:0009966	regulation of signal transduction	biological_process	1E0		lcl|c204885_g2_i1|m.1407	
GO:1901575	organic substance catabolic process	biological_process	1E0		lcl|c229342_g3_i2|m.14179,lcl|c239719_g1_i1|m.26241	
GO:1901576	organic substance biosynthetic process	biological_process	1E0		lcl|c228789_g1_i1|m.13647,lcl|c227721_g2_i2|m.12707,lcl|c232541_g3_i1|m.17498,lcl|c234041_g5_i1|m.19364,lcl|c229310_g3_i5|m.14143,lcl|c221883_g2_i12|m.7953,lcl|c240692_g2_i1|m.27612,lcl|c228940_g3_i1|m.13807,lcl|c227188_g1_i3|m.12224	
GO:0006351	transcription, DNA-templated	biological_process	1E0		lcl|c240692_g2_i1|m.27612	
GO:0097659	nucleic acid-templated transcription	biological_process	1E0		lcl|c240692_g2_i1|m.27612	
GO:0006352	DNA-templated transcription, initiation	biological_process	1E0		lcl|c240692_g2_i1|m.27612	
GO:0006355	regulation of transcription, DNA-templated	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0090304	nucleic acid metabolic process	biological_process	1E0		lcl|c229032_g2_i3|m.13895,lcl|c218223_g3_i1|m.5642,lcl|c240692_g2_i1|m.27612,lcl|c215616_g6_i2|m.4120	
GO:0090305	nucleic acid phosphodiester bond hydrolysis	biological_process	1E0		lcl|c218223_g3_i1|m.5642,lcl|c215616_g6_i2|m.4120	
GO:0009987	cellular process	biological_process	1E0		lcl|c235901_g3_i2|m.21452,lcl|c240942_g2_i1|m.27973,lcl|c244489_g1_i1|m.32283,lcl|c222155_g2_i2|m.8140,lcl|c222555_g2_i4|m.8428,lcl|c243429_g2_i2|m.30976,lcl|c223345_g3_i1|m.9044,lcl|c229310_g3_i5|m.14143,lcl|c223351_g1_i1|m.9046,lcl|c238399_g3_i5|m.24485,lcl|c234322_g7_i1|m.19718,lcl|c231430_g2_i12|m.16236,lcl|c222639_g5_i2|m.8480,lcl|c229032_g2_i3|m.13895,lcl|c238399_g3_i3|m.24484,lcl|c228789_g1_i1|m.13647,lcl|c232541_g3_i1|m.17498,lcl|c240692_g2_i1|m.27612,lcl|c215616_g6_i2|m.4120,lcl|c220011_g4_i9|m.6707,lcl|c218223_g3_i1|m.5642,lcl|c227721_g2_i2|m.12707,lcl|c234898_g1_i3|m.20394,lcl|c229342_g3_i2|m.14179,lcl|c237211_g6_i4|m.23025,lcl|c228940_g3_i1|m.13807,lcl|c227188_g1_i3|m.12224,lcl|c208411_g1_i1|m.1783	
GO:0046907	intracellular transport	biological_process	1E0		lcl|c235089_g1_i3|m.20552,lcl|c207931_g1_i1|m.1711	
GO:0071702	organic substance transport	biological_process	1E0		lcl|c235089_g1_i3|m.20552,lcl|c227069_g2_i12|m.12102,lcl|c207931_g1_i1|m.1711	
GO:0071704	organic substance metabolic process	biological_process	1E0		lcl|c244489_g1_i1|m.32283,lcl|c235446_g2_i1|m.20934,lcl|c243429_g2_i2|m.30976,lcl|c223345_g3_i1|m.9044,lcl|c229507_g2_i4|m.14343,lcl|c229310_g3_i5|m.14143,lcl|c223351_g1_i1|m.9046,lcl|c205713_g1_i1|m.1484,lcl|c231430_g2_i12|m.16236,lcl|c229032_g2_i3|m.13895,lcl|c228789_g1_i1|m.13647,lcl|c216650_g2_i1|m.4697,lcl|c232541_g3_i1|m.17498,lcl|c234041_g5_i1|m.19364,lcl|c221883_g2_i12|m.7953,lcl|c240692_g2_i1|m.27612,lcl|c215616_g6_i2|m.4120,lcl|c218223_g3_i1|m.5642,lcl|c227721_g2_i2|m.12707,lcl|c234898_g1_i3|m.20394,lcl|c229342_g3_i2|m.14179,lcl|c242974_g2_i1|m.30459,lcl|c230944_g4_i1|m.15814,lcl|c228940_g3_i1|m.13807,lcl|c227188_g1_i3|m.12224,lcl|c232242_g3_i1|m.17174,lcl|c235769_g7_i2|m.21324,lcl|c240253_g1_i1|m.26963,lcl|c239719_g1_i1|m.26241	
GO:0050801	ion homeostasis	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0048583	regulation of response to stimulus	biological_process	1E0		lcl|c204885_g2_i1|m.1407	
GO:0034220	ion transmembrane transport	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0046939	nucleotide phosphorylation	biological_process	1E0		lcl|c229342_g3_i2|m.14179	
GO:0045814	negative regulation of gene expression, epigenetic	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0006412	translation	biological_process	1E0		lcl|c227721_g2_i2|m.12707,lcl|c232541_g3_i1|m.17498	
GO:1902679	negative regulation of RNA biosynthetic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0044085	cellular component biogenesis	biological_process	1E0		lcl|c208411_g1_i1|m.1783,lcl|c222555_g2_i4|m.8428,lcl|c229310_g3_i5|m.14143,lcl|c240692_g2_i1|m.27612	
GO:0045892	negative regulation of transcription, DNA-templated	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0051336	regulation of hydrolase activity	biological_process	1E0		lcl|c237211_g6_i4|m.23025	
GO:0010556	regulation of macromolecule biosynthetic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0010558	negative regulation of macromolecule biosynthetic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0019637	organophosphate metabolic process	biological_process	1E0		lcl|c229342_g3_i2|m.14179,lcl|c229310_g3_i5|m.14143	
GO:1901135	carbohydrate derivative metabolic process	biological_process	1E0		lcl|c228789_g1_i1|m.13647,lcl|c229342_g3_i2|m.14179,lcl|c229310_g3_i5|m.14143,lcl|c221883_g2_i12|m.7953,lcl|c228940_g3_i1|m.13807	
GO:0070727	cellular macromolecule localization	biological_process	1E0		lcl|c235089_g1_i3|m.20552,lcl|c207931_g1_i1|m.1711	
