GO Accession	GO Name	GO Aspect	P-value (1)	P-value (2)	Protein List (1)	Protein List (2)
GO:0006139	nucleobase-containing compound metabolic process	biological_process	1E0		lcl|c241500_g1_i1|m.28663,lcl|c233048_g1_i8|m.18077,lcl|c242581_g1_i1|m.29984,lcl|c223454_g1_i3|m.9139,lcl|c225316_g3_i2|m.10516,lcl|c241114_g1_i2|m.28195,lcl|c210226_g1_i1|m.2139,lcl|c224182_g8_i1|m.9652,lcl|c240688_g3_i1|m.27609,lcl|c220936_g1_i1|m.7247,lcl|c243503_g5_i1|m.31038,lcl|c230032_g6_i1|m.14874,lcl|c226189_g2_i2|m.11277,lcl|c230771_g2_i1|m.15607,lcl|c223247_g3_i6|m.8971,lcl|c225931_g4_i1|m.11061,lcl|c231281_g6_i3|m.16097,lcl|c235095_g3_i4|m.20556,lcl|c229060_g1_i1|m.13927	
GO:0051604	protein maturation	biological_process	1E0		lcl|c225618_g2_i6|m.10783	
GO:0045010	actin nucleation	biological_process	1E0		lcl|c221753_g3_i7|m.7844,lcl|c225590_g2_i4|m.10752	
GO:0006163	purine nucleotide metabolic process	biological_process	1E0		lcl|c223454_g1_i3|m.9139,lcl|c230771_g2_i1|m.15607,lcl|c241114_g1_i2|m.28195,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097,lcl|c220936_g1_i1|m.7247,lcl|c229060_g1_i1|m.13927	
GO:0042278	purine nucleoside metabolic process	biological_process	1E0		lcl|c223454_g1_i3|m.9139,lcl|c230771_g2_i1|m.15607,lcl|c241114_g1_i2|m.28195,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097,lcl|c220936_g1_i1|m.7247	
GO:0034504	protein localization to nucleus	biological_process	1E0		lcl|c241242_g1_i1|m.28345	
GO:0042254	ribosome biogenesis	biological_process	1E0		lcl|c230034_g1_i1|m.14877	
GO:0050482	arachidonic acid secretion	biological_process	1E0		lcl|c209513_g1_i2|m.1987	
GO:0015672	monovalent inorganic cation transport	biological_process	1E0		lcl|c235743_g4_i1|m.21296,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0006164	purine nucleotide biosynthetic process	biological_process	1E0		lcl|c223454_g1_i3|m.9139,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097,lcl|c229060_g1_i1|m.13927	
GO:0046128	purine ribonucleoside metabolic process	biological_process	1E0		lcl|c223454_g1_i3|m.9139,lcl|c230771_g2_i1|m.15607,lcl|c241114_g1_i2|m.28195,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097,lcl|c220936_g1_i1|m.7247	
GO:0032446	protein modification by small protein conjugation	biological_process	1E0		lcl|c235649_g2_i5|m.21175,lcl|c228448_g3_i1|m.13331	
GO:0006165	nucleoside diphosphate phosphorylation	biological_process	1E0		lcl|c230771_g2_i1|m.15607	
GO:0046129	purine ribonucleoside biosynthetic process	biological_process	1E0		lcl|c223454_g1_i3|m.9139,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0030258	lipid modification	biological_process	1E0		lcl|c188047_g2_i2|m.760	
GO:0006172	ADP biosynthetic process	biological_process	1E0		lcl|c223454_g1_i3|m.9139	
GO:0051641	cellular localization	biological_process	1E0		lcl|c239670_g2_i1|m.26141,lcl|c225394_g4_i2|m.10584,lcl|c217645_g1_i1|m.5302,lcl|c224534_g1_i4|m.9895,lcl|c235722_g2_i1|m.21267,lcl|c221860_g1_i4|m.7929,lcl|c225618_g2_i6|m.10783,lcl|c241090_g1_i1|m.28152,lcl|c241242_g1_i1|m.28345,lcl|c217447_g9_i5|m.5205	
GO:0008152	metabolic process	biological_process	1E0		lcl|c235743_g4_i1|m.21296,lcl|c241500_g1_i1|m.28663,lcl|c233048_g1_i8|m.18077,lcl|c214556_g2_i3|m.3526,lcl|c238372_g5_i2|m.24429,lcl|c221356_g3_i2|m.7588,lcl|c219556_g4_i5|m.6447,lcl|c239136_g4_i3|m.25338,lcl|c224182_g8_i1|m.9652,lcl|c241183_g3_i1|m.28296,lcl|c243503_g5_i1|m.31038,lcl|c234080_g1_i1|m.19410,lcl|c223200_g1_i1|m.8933,lcl|c218481_g4_i6|m.5811,lcl|c213117_g1_i3|m.2966,lcl|c233012_g3_i3|m.18031,lcl|c214652_g1_i3|m.3567,lcl|c230034_g1_i1|m.14877,lcl|c232401_g7_i2|m.17338,lcl|c205368_g1_i5|m.1453,lcl|c228653_g2_i5|m.13498,lcl|c238111_g1_i1|m.24102,lcl|c221967_g2_i3|m.8016,lcl|c243149_g1_i2|m.30670,lcl|c218903_g1_i1|m.6054,lcl|c243086_g4_i2|m.30593,lcl|c223247_g3_i6|m.8971,lcl|c223901_g5_i2|m.9467,lcl|c229561_g1_i12|m.14408,lcl|c230862_g3_i1|m.15714,lcl|c229060_g1_i1|m.13927,lcl|c242581_g1_i1|m.29984,lcl|c237215_g1_i1|m.23031,lcl|c244407_g1_i3|m.32143,lcl|c226769_g3_i1|m.11767,lcl|c242894_g3_i1|m.30343,lcl|c226216_g1_i2|m.11298,lcl|c223425_g3_i3|m.9106,lcl|c234712_g2_i1|m.20167,lcl|c210724_g2_i1|m.2253,lcl|c224672_g1_i1|m.10055,lcl|c177410_g1_i1|m.597,lcl|c229881_g6_i6|m.14719,lcl|c216702_g5_i1|m.4730,lcl|c218703_g1_i4|m.5907,lcl|c223454_g1_i3|m.9139,lcl|c225316_g3_i2|m.10516,lcl|c228113_g1_i1|m.13052,lcl|c241114_g1_i2|m.28195,lcl|c222306_g8_i4|m.8236,lcl|c226009_g3_i5|m.11131,lcl|c228448_g3_i1|m.13331,lcl|c206417_g1_i2|m.1538,lcl|c230771_g2_i1|m.15607,lcl|c225015_g2_i1|m.10306,lcl|c204019_g1_i1|m.1366,lcl|c219950_g4_i1|m.6653,lcl|c212126_g1_i2|m.2626,lcl|c211022_g1_i7|m.2328,lcl|c216377_g1_i3|m.4559,lcl|c210226_g1_i1|m.2139,lcl|c243349_g1_i4|m.30872,lcl|c235481_g2_i1|m.20956,lcl|c236134_g1_i2|m.21741,lcl|c234789_g3_i1|m.20259,lcl|c234077_g1_i1|m.19404,lcl|c209946_g1_i6|m.2078,lcl|c230032_g6_i1|m.14874,lcl|c237832_g1_i6|m.23803,lcl|c234352_g2_i1|m.19757,lcl|c223433_g6_i1|m.9115,lcl|c209513_g1_i2|m.1987,lcl|c241909_g2_i2|m.29132,lcl|c228038_g3_i1|m.12994,lcl|c224310_g1_i1|m.9717,lcl|c215397_g1_i1|m.4004,lcl|c188047_g2_i2|m.760,lcl|c242193_g2_i1|m.29501,lcl|c222929_g2_i3|m.8717,lcl|c243222_g3_i1|m.30722,lcl|c240688_g3_i1|m.27609,lcl|c223205_g4_i1|m.8934,lcl|c217573_g1_i1|m.5252,lcl|c222355_g2_i4|m.8274,lcl|c244151_g1_i2|m.31813,lcl|c230039_g1_i2|m.14881,lcl|c216942_g4_i3|m.4860,lcl|c231559_g1_i5|m.16408,lcl|c217816_g7_i5|m.5372,lcl|c224289_g1_i1|m.9705,lcl|c243506_g1_i6|m.31041,lcl|c204019_g3_i1|m.1367,lcl|c210478_g1_i4|m.2192,lcl|c238919_g4_i6|m.25079,lcl|c225618_g2_i6|m.10783,lcl|c243935_g1_i3|m.31546,lcl|c220936_g1_i1|m.7247,lcl|c223077_g2_i1|m.8858,lcl|c218119_g1_i3|m.5570,lcl|c226189_g2_i2|m.11277,lcl|c238490_g5_i3|m.24584,lcl|c225931_g4_i1|m.11061,lcl|c235649_g2_i5|m.21175,lcl|c236486_g1_i1|m.22162,lcl|c238826_g2_i1|m.24957,lcl|c239860_g1_i2|m.26443,lcl|c218820_g4_i2|m.5974,lcl|c231931_g2_i1|m.16792,lcl|c231281_g6_i3|m.16097,lcl|c221482_g1_i3|m.7664,lcl|c235095_g3_i4|m.20556,lcl|c227206_g2_i7|m.12247	
GO:0051649	establishment of localization in cell	biological_process	1E0		lcl|c239670_g2_i1|m.26141,lcl|c217645_g1_i1|m.5302,lcl|c224534_g1_i4|m.9895,lcl|c235722_g2_i1|m.21267,lcl|c221860_g1_i4|m.7929,lcl|c225618_g2_i6|m.10783,lcl|c241090_g1_i1|m.28152,lcl|c241242_g1_i1|m.28345,lcl|c217447_g9_i5|m.5205	
GO:0016192	vesicle-mediated transport	biological_process	1E0		lcl|c239670_g2_i1|m.26141,lcl|c217645_g1_i1|m.5302,lcl|c239343_g4_i4|m.25612,lcl|c223214_g1_i1|m.8951,lcl|c224534_g1_i4|m.9895,lcl|c235722_g2_i1|m.21267,lcl|c230110_g2_i2|m.14961,lcl|c241090_g1_i1|m.28152,lcl|c217447_g9_i5|m.5205	
GO:0007165	signal transduction	biological_process	1E0		lcl|c222355_g2_i4|m.8274,lcl|c244151_g1_i2|m.31813,lcl|c217096_g5_i1|m.4965,lcl|c232401_g7_i2|m.17338,lcl|c244474_g3_i1|m.32253	
GO:0015711	organic anion transport	biological_process	1E0		lcl|c209513_g1_i2|m.1987,lcl|c235526_g4_i1|m.21004	
GO:0006606	protein import into nucleus	biological_process	1E0		lcl|c241242_g1_i1|m.28345	
GO:0007010	cytoskeleton organization	biological_process	1E0		lcl|c221753_g3_i7|m.7844,lcl|c244145_g1_i1|m.31801,lcl|c234712_g2_i1|m.20167,lcl|c212826_g3_i1|m.2861,lcl|c225590_g2_i4|m.10752,lcl|c215492_g2_i9|m.4058,lcl|c238581_g1_i1|m.24692	
GO:0015718	monocarboxylic acid transport	biological_process	1E0		lcl|c209513_g1_i2|m.1987	
GO:0046903	secretion	biological_process	1E0		lcl|c239670_g2_i1|m.26141,lcl|c209513_g1_i2|m.1987	
GO:0042773	ATP synthesis coupled electron transport	biological_process	1E0		lcl|c241114_g1_i2|m.28195,lcl|c220936_g1_i1|m.7247	
GO:0046164	alcohol catabolic process	biological_process	1E0		lcl|c230771_g2_i1|m.15607	
GO:0065003	macromolecular complex assembly	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c214556_g2_i3|m.3526,lcl|c227202_g1_i3|m.12234,lcl|c234851_g1_i2|m.20336,lcl|c218820_g4_i2|m.5974,lcl|c235095_g3_i4|m.20556,lcl|c217447_g9_i5|m.5205	
GO:0010876	lipid localization	biological_process	1E0		lcl|c209513_g1_i2|m.1987,lcl|c235526_g4_i1|m.21004	
GO:0046166	glyceraldehyde-3-phosphate biosynthetic process	biological_process	1E0		lcl|c230771_g2_i1|m.15607	
GO:0046167	glycerol-3-phosphate biosynthetic process	biological_process	1E0		lcl|c229561_g1_i12|m.14408	
GO:0065007	biological regulation	biological_process	1E0		lcl|c204019_g3_i1|m.1367,lcl|c214556_g2_i3|m.3526,lcl|c223077_g2_i1|m.8858,lcl|c223425_g3_i3|m.9106,lcl|c237832_g1_i6|m.23803,lcl|c238591_g4_i10|m.24704,lcl|c217096_g5_i1|m.4965,lcl|c223433_g6_i1|m.9115,lcl|c177410_g1_i1|m.597,lcl|c242001_g1_i2|m.29236,lcl|c244474_g3_i1|m.32253,lcl|c231634_g1_i2|m.16472,lcl|c230632_g1_i6|m.15498,lcl|c228453_g2_i2|m.13342,lcl|c232401_g7_i2|m.17338,lcl|c244255_g3_i1|m.31943,lcl|c239275_g1_i1|m.25549,lcl|c243086_g4_i2|m.30593,lcl|c221753_g3_i7|m.7844,lcl|c224263_g3_i3|m.9691,lcl|c222355_g2_i4|m.8274,lcl|c244151_g1_i2|m.31813,lcl|c204019_g1_i1|m.1366,lcl|c225590_g2_i4|m.10752,lcl|c235095_g3_i4|m.20556	
GO:0065008	regulation of biological quality	biological_process	1E0		lcl|c243086_g4_i2|m.30593,lcl|c221753_g3_i7|m.7844,lcl|c177410_g1_i1|m.597,lcl|c225590_g2_i4|m.10752,lcl|c244255_g3_i1|m.31943	
GO:0006260	DNA replication	biological_process	1E0		lcl|c226189_g2_i2|m.11277	
GO:0065009	regulation of molecular function	biological_process	1E0		lcl|c239275_g1_i1|m.25549,lcl|c238591_g4_i10|m.24704,lcl|c224263_g3_i3|m.9691,lcl|c242001_g1_i2|m.29236	
GO:0009653	anatomical structure morphogenesis	biological_process	1E0		lcl|c238581_g1_i1|m.24692	
GO:0046174	polyol catabolic process	biological_process	1E0		lcl|c230771_g2_i1|m.15607	
GO:0007017	microtubule-based process	biological_process	1E0		lcl|c212826_g3_i1|m.2861,lcl|c232274_g1_i2|m.17209	
GO:0032502	developmental process	biological_process	1E0		lcl|c238581_g1_i1|m.24692	
GO:0015748	organophosphate ester transport	biological_process	1E0		lcl|c235526_g4_i1|m.21004	
GO:0098869	cellular oxidant detoxification	biological_process	1E0		lcl|c243506_g1_i6|m.31041,lcl|c236486_g1_i1|m.22162,lcl|c238919_g4_i6|m.25079,lcl|c241909_g2_i2|m.29132	
GO:0051693	actin filament capping	biological_process	1E0		lcl|c221753_g3_i7|m.7844	
GO:0046184	aldehyde biosynthetic process	biological_process	1E0		lcl|c230771_g2_i1|m.15607	
GO:0035556	intracellular signal transduction	biological_process	1E0		lcl|c222355_g2_i4|m.8274,lcl|c217096_g5_i1|m.4965	
GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	biological_process	1E0		lcl|c223425_g3_i3|m.9106,lcl|c204019_g3_i1|m.1367,lcl|c223433_g6_i1|m.9115,lcl|c204019_g1_i1|m.1366	
GO:0043933	macromolecular complex subunit organization	biological_process	1E0		lcl|c221753_g3_i7|m.7844,lcl|c224289_g1_i1|m.9705,lcl|c244145_g1_i1|m.31801,lcl|c214556_g2_i3|m.3526,lcl|c227202_g1_i3|m.12234,lcl|c234851_g1_i2|m.20336,lcl|c225590_g2_i4|m.10752,lcl|c218820_g4_i2|m.5974,lcl|c215492_g2_i9|m.4058,lcl|c235095_g3_i4|m.20556,lcl|c217447_g9_i5|m.5205	
GO:0051716	cellular response to stimulus	biological_process	1E0		lcl|c235649_g2_i5|m.21175,lcl|c226189_g2_i2|m.11277,lcl|c222355_g2_i4|m.8274,lcl|c244151_g1_i2|m.31813,lcl|c217096_g5_i1|m.4965,lcl|c232401_g7_i2|m.17338,lcl|c224182_g8_i1|m.9652,lcl|c244474_g3_i1|m.32253	
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	biological_process	1E0		lcl|c223425_g3_i3|m.9106,lcl|c204019_g3_i1|m.1367,lcl|c223433_g6_i1|m.9115,lcl|c204019_g1_i1|m.1366	
GO:0034613	cellular protein localization	biological_process	1E0		lcl|c225394_g4_i2|m.10584,lcl|c224534_g1_i4|m.9895,lcl|c225618_g2_i6|m.10783,lcl|c241090_g1_i1|m.28152,lcl|c241242_g1_i1|m.28345,lcl|c217447_g9_i5|m.5205	
GO:0032535	regulation of cellular component size	biological_process	1E0		lcl|c221753_g3_i7|m.7844,lcl|c225590_g2_i4|m.10752	
GO:0008104	protein localization	biological_process	1E0		lcl|c225394_g4_i2|m.10584,lcl|c217645_g1_i1|m.5302,lcl|c224534_g1_i4|m.9895,lcl|c225618_g2_i6|m.10783,lcl|c241090_g1_i1|m.28152,lcl|c241242_g1_i1|m.28345,lcl|c217447_g9_i5|m.5205	
GO:0034622	cellular macromolecular complex assembly	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c214556_g2_i3|m.3526,lcl|c227202_g1_i3|m.12234,lcl|c234851_g1_i2|m.20336,lcl|c218820_g4_i2|m.5974,lcl|c235095_g3_i4|m.20556,lcl|c217447_g9_i5|m.5205	
GO:0022607	cellular component assembly	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c214556_g2_i3|m.3526,lcl|c227202_g1_i3|m.12234,lcl|c234851_g1_i2|m.20336,lcl|c218820_g4_i2|m.5974,lcl|c235095_g3_i4|m.20556,lcl|c217447_g9_i5|m.5205	
GO:0009889	regulation of biosynthetic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c214556_g2_i3|m.3526,lcl|c228453_g2_i2|m.13342,lcl|c223077_g2_i1|m.8858	
GO:0009890	negative regulation of biosynthetic process	biological_process	1E0		lcl|c237832_g1_i6|m.23803	
GO:0032543	mitochondrial translation	biological_process	1E0		lcl|c243503_g5_i1|m.31038	
GO:0009891	positive regulation of biosynthetic process	biological_process	1E0		lcl|c228453_g2_i2|m.13342,lcl|c223077_g2_i1|m.8858	
GO:0009892	negative regulation of metabolic process	biological_process	1E0		lcl|c239275_g1_i1|m.25549,lcl|c237832_g1_i6|m.23803,lcl|c242001_g1_i2|m.29236	
GO:0009893	positive regulation of metabolic process	biological_process	1E0		lcl|c223425_g3_i3|m.9106,lcl|c204019_g3_i1|m.1367,lcl|c238591_g4_i10|m.24704,lcl|c228453_g2_i2|m.13342,lcl|c223433_g6_i1|m.9115,lcl|c204019_g1_i1|m.1366,lcl|c223077_g2_i1|m.8858	
GO:0006259	DNA metabolic process	biological_process	1E0		lcl|c226189_g2_i2|m.11277,lcl|c242581_g1_i1|m.29984,lcl|c224182_g8_i1|m.9652	
GO:0009894	regulation of catabolic process	biological_process	1E0		lcl|c223425_g3_i3|m.9106,lcl|c204019_g3_i1|m.1367,lcl|c224263_g3_i3|m.9691,lcl|c223433_g6_i1|m.9115,lcl|c204019_g1_i1|m.1366	
GO:0009896	positive regulation of catabolic process	biological_process	1E0		lcl|c223425_g3_i3|m.9106,lcl|c204019_g3_i1|m.1367,lcl|c223433_g6_i1|m.9115,lcl|c204019_g1_i1|m.1366	
GO:0034641	cellular nitrogen compound metabolic process	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c241500_g1_i1|m.28663,lcl|c233048_g1_i8|m.18077,lcl|c242581_g1_i1|m.29984,lcl|c214556_g2_i3|m.3526,lcl|c237215_g1_i1|m.23031,lcl|c211022_g1_i7|m.2328,lcl|c210226_g1_i1|m.2139,lcl|c224182_g8_i1|m.9652,lcl|c241183_g3_i1|m.28296,lcl|c220936_g1_i1|m.7247,lcl|c243503_g5_i1|m.31038,lcl|c223077_g2_i1|m.8858,lcl|c223200_g1_i1|m.8933,lcl|c230032_g6_i1|m.14874,lcl|c237832_g1_i6|m.23803,lcl|c226189_g2_i2|m.11277,lcl|c218481_g4_i6|m.5811,lcl|c238490_g5_i3|m.24584,lcl|c225931_g4_i1|m.11061,lcl|c230034_g1_i1|m.14877,lcl|c218703_g1_i4|m.5907,lcl|c223454_g1_i3|m.9139,lcl|c215397_g1_i1|m.4004,lcl|c225316_g3_i2|m.10516,lcl|c241114_g1_i2|m.28195,lcl|c232401_g7_i2|m.17338,lcl|c218820_g4_i2|m.5974,lcl|c240688_g3_i1|m.27609,lcl|c238111_g1_i1|m.24102,lcl|c206417_g1_i2|m.1538,lcl|c230771_g2_i1|m.15607,lcl|c223247_g3_i6|m.8971,lcl|c231281_g6_i3|m.16097,lcl|c235095_g3_i4|m.20556,lcl|c229060_g1_i1|m.13927	
GO:0034645	cellular macromolecule biosynthetic process	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c241500_g1_i1|m.28663,lcl|c230034_g1_i1|m.14877,lcl|c218703_g1_i4|m.5907,lcl|c233048_g1_i8|m.18077,lcl|c215397_g1_i1|m.4004,lcl|c214556_g2_i3|m.3526,lcl|c225316_g3_i2|m.10516,lcl|c211022_g1_i7|m.2328,lcl|c232401_g7_i2|m.17338,lcl|c218820_g4_i2|m.5974,lcl|c243503_g5_i1|m.31038,lcl|c223077_g2_i1|m.8858,lcl|c223200_g1_i1|m.8933,lcl|c206417_g1_i2|m.1538,lcl|c237832_g1_i6|m.23803,lcl|c226189_g2_i2|m.11277,lcl|c218481_g4_i6|m.5811	
GO:0006281	DNA repair	biological_process	1E0		lcl|c226189_g2_i2|m.11277,lcl|c224182_g8_i1|m.9652	
GO:0034654	nucleobase-containing compound biosynthetic process	biological_process	1E0		lcl|c223454_g1_i3|m.9139,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097,lcl|c229060_g1_i1|m.13927	
GO:0006289	nucleotide-excision repair	biological_process	1E0		lcl|c224182_g8_i1|m.9652	
GO:0017038	protein import	biological_process	1E0		lcl|c241242_g1_i1|m.28345	
GO:0034660	ncRNA metabolic process	biological_process	1E0		lcl|c233048_g1_i8|m.18077,lcl|c225316_g3_i2|m.10516,lcl|c243503_g5_i1|m.31038	
GO:0070085	glycosylation	biological_process	1E0		lcl|c241500_g1_i1|m.28663	
GO:0080090	regulation of primary metabolic process	biological_process	1E0		lcl|c239275_g1_i1|m.25549,lcl|c223425_g3_i3|m.9106,lcl|c237832_g1_i6|m.23803,lcl|c204019_g3_i1|m.1367,lcl|c214556_g2_i3|m.3526,lcl|c224263_g3_i3|m.9691,lcl|c228453_g2_i2|m.13342,lcl|c223433_g6_i1|m.9115,lcl|c204019_g1_i1|m.1366,lcl|c242001_g1_i2|m.29236,lcl|c235095_g3_i4|m.20556,lcl|c223077_g2_i1|m.8858	
GO:0045184	establishment of protein localization	biological_process	1E0		lcl|c217645_g1_i1|m.5302,lcl|c224534_g1_i4|m.9895,lcl|c225618_g2_i6|m.10783,lcl|c241090_g1_i1|m.28152,lcl|c241242_g1_i1|m.28345,lcl|c217447_g9_i5|m.5205	
GO:0048518	positive regulation of biological process	biological_process	1E0		lcl|c221753_g3_i7|m.7844,lcl|c223425_g3_i3|m.9106,lcl|c204019_g3_i1|m.1367,lcl|c238591_g4_i10|m.24704,lcl|c228453_g2_i2|m.13342,lcl|c223433_g6_i1|m.9115,lcl|c204019_g1_i1|m.1366,lcl|c225590_g2_i4|m.10752,lcl|c223077_g2_i1|m.8858	
GO:0048519	negative regulation of biological process	biological_process	1E0		lcl|c239275_g1_i1|m.25549,lcl|c221753_g3_i7|m.7844,lcl|c237832_g1_i6|m.23803,lcl|c230632_g1_i6|m.15498,lcl|c242001_g1_i2|m.29236	
GO:0048522	positive regulation of cellular process	biological_process	1E0		lcl|c221753_g3_i7|m.7844,lcl|c223425_g3_i3|m.9106,lcl|c204019_g3_i1|m.1367,lcl|c228453_g2_i2|m.13342,lcl|c223433_g6_i1|m.9115,lcl|c204019_g1_i1|m.1366,lcl|c225590_g2_i4|m.10752,lcl|c223077_g2_i1|m.8858	
GO:0006310	DNA recombination	biological_process	1E0		lcl|c226189_g2_i2|m.11277,lcl|c242581_g1_i1|m.29984	
GO:0048523	negative regulation of cellular process	biological_process	1E0		lcl|c239275_g1_i1|m.25549,lcl|c221753_g3_i7|m.7844,lcl|c237832_g1_i6|m.23803,lcl|c230632_g1_i6|m.15498,lcl|c242001_g1_i2|m.29236	
GO:0006313	transposition, DNA-mediated	biological_process	1E0		lcl|c242581_g1_i1|m.29984	
GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity	biological_process	1E0		lcl|c225394_g4_i2|m.10584	
GO:0045199	maintenance of epithelial cell apical/basal polarity	biological_process	1E0		lcl|c225394_g4_i2|m.10584	
GO:0015849	organic acid transport	biological_process	1E0		lcl|c209513_g1_i2|m.1987	
GO:0001732	formation of cytoplasmic translation initiation complex	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c214556_g2_i3|m.3526,lcl|c218820_g4_i2|m.5974	
GO:0009966	regulation of signal transduction	biological_process	1E0		lcl|c230632_g1_i6|m.15498	
GO:0009968	negative regulation of signal transduction	biological_process	1E0		lcl|c230632_g1_i6|m.15498	
GO:0070127	tRNA aminoacylation for mitochondrial protein translation	biological_process	1E0		lcl|c243503_g5_i1|m.31038	
GO:0006355	regulation of transcription, DNA-templated	biological_process	1E0		lcl|c228453_g2_i2|m.13342	
GO:0050684	regulation of mRNA processing	biological_process	1E0		lcl|c235095_g3_i4|m.20556	
GO:0046033	AMP metabolic process	biological_process	1E0		lcl|c223454_g1_i3|m.9139	
